Location ID,Depth name,Well,Date,Time,pH,EC_uS/cm,DO_uM,ORP_mV,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Sr_M,sd_M,P_M,sd_M
ER-MZA3,Deep,MZT1-3-D,7/2/19,11:15,7.68,339,0.105,,0.152,3.102,0.0015,0.0099,0.158,0,2.42E-07,4.57E-09,1.49E-03,2.35E-05,1.43E-07,7.15E-09,1.89E-06,1.63E-08,9.43E-06,1.63E-07
ER-MZA3,Deep,MZT1-3-D,7/9/19,10:25,7.48,340,0.117,,0.117,3.226,0.0015,0.011,0.174,0,2.59E-07,8.53E-09,1.59E-03,2.39E-05,3.34E-07,6.33E-09,2.02E-06,5.18E-08,9.66E-06,2.94E-07
ER-MZA3,Deep,MZT1-3-D,7/16/19,12:00,7.7,334,0.101,,0.108,3.089,0.0015,0.0109,0.17,0,4.22E-07,1.05E-08,1.52E-03,2.15E-05,4.33E-07,1.23E-08,1.98E-06,2.27E-08,9.48E-06,1.22E-07
ER-MZA3,Deep,MZT1-3-D,7/25/19,10:55,7.5,343,0.124,,0.084,3.152,0.0017,0.011,0.1566,0.0007,3.29E-07,8.17E-09,1.42E-03,1.38E-05,4.39E-07,3.45E-08,1.97E-06,1.52E-08,4.12E-06,7.69E-07
ER-MZA3,Deep,MZT1-3-D,8/5/19,10:25,7.48,356,0.161,,0.082,3.121,0.0022,0.0071,0.1741,0,3.77E-07,7.04E-09,1.50E-03,1.33E-05,4.53E-07,1.20E-08,2.06E-06,3.44E-08,6.26E-06,1.07E-06
ER-MZA3,Deep,MZT1-3-D,8/12/19,15:25,7.11,360,0.232,,0.095,3.18,0.0019,0.0067,0.2061,0,4.20E-07,9.66E-09,1.55E-03,1.33E-05,4.33E-07,2.09E-08,2.15E-06,2.14E-08,6.53E-06,1.41E-06
ER-MZA3,Deep,MZT1-3-D,8/28/19,10:55,7.28,347,0.218,,0.17,2.929,0.0014,0.0083,0.2716,0,4.77E-07,1.08E-08,1.48E-03,2.23E-05,5.58E-07,8.10E-09,2.03E-06,1.39E-08,1.23E-05,1.57E-06
ER-MZA3,Deep,MZT1-3-D,9/17/19,17:10,7.2,433,0.201,,0.08,3.037,0.0009,0.0105,0.3422,0,5.41E-07,1.27E-08,1.52E-03,1.67E-05,5.34E-07,3.37E-09,2.09E-06,1.73E-08,1.37E-05,2.04E-06
ER-MZA3,Deep,MZT1-3-D,10/1/19,10:35,7.5,371,0.283,,0.042,3.083,0,0.0062,0.3458,0,5.69E-07,1.46E-08,1.45E-03,6.64E-06,7.17E-07,9.01E-09,2.14E-06,1.07E-08,1.33E-05,1.98E-06
ER-MZA3,Mid,MZT1-3-M,5/15/19,,,,,,0.316,3.196,0.0023,0.0093,0.087,0,6.05E-08,1.81E-09,1.67E-03,1.35E-05,1.68E-07,6.35E-09,6.87E-06,4.46E-08,7.62E-06,5.35E-07
ER-MZA3,Mid,MZT1-3-M,6/4/19,12:25,7.66,718,0.108,,0.132,3.801,0.0015,0.0101,0.289,0,1.78E-07,3.81E-09,1.86E-03,2.40E-05,7.20E-07,2.17E-08,3.20E-06,3.93E-08,1.12E-05,2.01E-06
ER-MZA3,Mid,MZT1-3-M,6/10/19,11:40,7.74,325,0.225,,0.138,2.894,0,0.0121,0.203,0,1.11E-07,3.13E-09,1.43E-03,6.43E-06,1.23E-07,1.32E-08,2.50E-06,2.76E-08,9.10E-06,1.21E-06
ER-MZA3,Mid,MZT1-3-M,6/19/19,12:25,7.71,309,0.127,,0.119,2.609,0.002,0.0096,0.178,0,1.38E-07,3.65E-09,1.28E-03,4.74E-06,1.58E-07,6.52E-09,2.00E-06,1.90E-08,1.05E-05,2.46E-07
ER-MZA3,Mid,MZT1-3-M,6/24/19,11:00,7.6,336,0.233,,0.147,3.313,0.0014,0.012,0.166,0,3.69E-07,7.67E-09,1.56E-03,2.17E-05,3.09E-07,1.01E-08,3.32E-06,2.49E-08,9.57E-06,1.76E-07
ER-MZA3,Mid,MZT1-3-M,7/2/19,11:15,7.56,348,0.118,,0.124,3.304,0.0013,0.0095,0.16,0,1.80E-07,4.01E-09,1.56E-03,2.23E-05,2.90E-07,7.70E-09,2.27E-06,1.97E-08,1.02E-05,2.81E-07
ER-MZA3,Mid,MZT1-3-M,7/9/19,10:25,7.5,370,0.174,,0.124,3.474,0.0016,0.0113,0.159,0,2.99E-07,5.21E-09,1.57E-03,1.11E-05,8.43E-07,3.61E-08,2.45E-06,3.34E-08,9.63E-06,2.20E-07
ER-MZA3,Mid,MZT1-3-M,7/16/19,12:00,7.45,347,0.193,,0.122,3.32,0.0016,0.0103,0.159,0,3.08E-07,8.21E-09,1.53E-03,1.29E-05,8.62E-07,2.45E-08,2.18E-06,2.19E-08,9.05E-06,3.55E-07
ER-MZA3,Mid,MZT1-3-M,7/25/19,10:55,7.31,358,0.186,,0.114,3.472,0.0017,0.0149,0.1436,0,8.33E-07,8.91E-09,1.52E-03,6.00E-06,1.36E-06,1.22E-08,2.98E-06,3.78E-08,3.37E-06,7.43E-07
ER-MZA3,Mid,MZT1-3-M,8/5/19,10:25,7.26,520,0.142,,0.09,3.584,0.0015,0.01,0.1444,0,9.89E-07,1.96E-08,1.63E-03,1.85E-05,1.60E-06,1.12E-08,3.32E-06,5.89E-08,3.64E-06,8.09E-07
ER-MZA3,Mid,MZT1-3-M,8/12/19,,,,,,0.106,3.372,0.0023,0.0081,0.1912,0,4.11E-07,7.72E-09,1.60E-03,1.61E-05,1.11E-06,1.75E-08,2.32E-06,2.78E-08,5.84E-06,1.13E-06
ER-MZA3,Shallow,MZT1-3-S,6/10/19,11:40,7.54,517,1.9,,0.447,6.625,0.0009,0.0177,0.125,0,3.44E-06,9.46E-08,2.84E-03,2.13E-05,2.90E-07,2.45E-08,1.08E-05,1.30E-07,8.43E-06,4.57E-07
ER-MZA3,Shallow,MZT1-3-S,6/19/19,12:25,7.37,496,0.652,,0.442,6.263,0.0022,0.0157,0.145,0,9.79E-06,2.73E-07,2.58E-03,2.14E-05,1.59E-06,3.13E-08,8.52E-06,6.66E-08,7.76E-06,4.72E-07
ER-MZA3,Shallow,MZT1-3-S,7/2/19,11:15,7.25,561,1,,0.441,6.595,0.0015,0.0212,0.108,0,1.33E-05,2.43E-07,2.60E-03,2.78E-05,5.49E-06,4.12E-08,8.57E-06,1.35E-07,7.10E-06,2.93E-07
ER-MZA3,Shallow,MZT1-3-S,7/9/19,10:25,7.19,838,0.718,,0.863,10.452,0.0025,0.0475,0.014,0,2.89E-05,5.31E-07,4.30E-03,3.95E-05,1.58E-05,1.40E-07,9.91E-06,1.02E-07,1.38E-05,5.14E-07
ER-MZA3,Xdeep,MZT1-3-XD,5/15/19,,,,,,0.19,1.165,0.002,0.0078,0.208,0,4.82E-09,7.90E-10,2.11E-04,1.45E-06,0,0,1.57E-06,2.65E-08,1.04E-05,9.88E-07
ER-MZA3,Xdeep,MZT1-3-XD,6/4/19,12:45,8.19,730,0.306,,0.054,2.993,0.0012,0.0085,0.431,0,6.27E-07,7.14E-09,1.54E-03,2.37E-05,1.68E-05,1.33E-07,2.13E-06,3.69E-08,1.61E-05,2.68E-06
ER-MZA3,Xdeep,MZT1-3-XD,6/10/19,11:40,8.08,384,0.31,,0.032,3.122,0.0011,0.0082,0.42,0,6.62E-07,9.10E-09,1.66E-03,1.58E-05,1.83E-05,2.15E-07,1.95E-06,6.48E-09,1.69E-05,2.53E-06
ER-MZA3,Xdeep,MZT1-3-XD,6/19/19,12:25,7.78,391,0.281,,0.024,3.233,0.003,0.01,0.394,0,6.24E-07,7.91E-09,1.65E-03,1.69E-05,1.90E-05,1.54E-07,1.91E-06,1.28E-08,1.22E-05,8.29E-07
ER-MZA3,Xdeep,MZT1-3-XD,6/24/19,11:00,8.03,388,0.265,,0.031,3.212,0.002,0.0101,0.366,0,5.98E-07,1.31E-08,1.61E-03,1.63E-05,1.71E-05,3.23E-07,1.88E-06,1.91E-08,1.12E-05,5.58E-07
ER-MZA3,Xdeep,MZT1-3-XD,7/2/19,11:15,7.96,384,0.108,,0.028,3.136,0.002,0.0083,0.36,0,6.05E-07,1.07E-08,1.58E-03,2.16E-05,1.65E-05,9.98E-08,1.84E-06,1.36E-08,1.17E-05,5.29E-07
ER-MZA3,Xdeep,MZT1-3-XD,7/9/19,10:25,7.77,394,0.227,,0.053,3.003,0.002,0.0098,0.345,0,5.73E-07,1.02E-08,1.50E-03,2.05E-05,1.41E-05,1.48E-07,1.78E-06,1.26E-08,1.13E-05,6.09E-07
ER-MZA3,Xdeep,MZT1-3-XD,7/16/19,12:00,8.11,365,0.216,,0.03,2.914,0.0017,0.007,0.363,0,5.84E-07,1.40E-08,1.52E-03,1.04E-05,1.44E-05,1.08E-07,1.84E-06,3.39E-08,1.16E-05,3.73E-07
ER-MZA3,Xdeep,MZT1-3-XD,7/25/19,10:55,7.75,361,0.381,,0.026,2.796,0.0025,0.0067,0.3682,0,5.32E-07,7.10E-09,1.36E-03,1.34E-05,1.24E-05,6.68E-08,1.79E-06,1.62E-08,1.26E-05,2.49E-06
ER-MZA3,Xdeep,MZT1-3-XD,8/5/19,10:25,7.88,396,0.202,,0.056,2.849,0.0022,0.0055,0.3724,0,5.86E-07,8.88E-09,1.48E-03,1.49E-05,1.52E-05,1.26E-07,1.84E-06,1.02E-08,1.38E-05,2.72E-06
ER-MZA3,Xdeep,MZT1-3-XD,8/12/19,15:25,7.41,374,0.222,,0.045,2.9,0.0025,0.0076,0.3917,0,6.37E-07,1.59E-08,1.51E-03,1.93E-05,1.79E-05,2.17E-07,1.82E-06,4.17E-08,1.45E-05,2.78E-06
ER-MZA3,Xdeep,MZT1-3-XD,8/28/19,10:55,7.79,365,0.192,,0.045,2.733,0.0014,0.0068,0.3833,0,6.00E-07,9.27E-09,1.41E-03,9.49E-06,1.48E-05,8.90E-08,1.83E-06,3.06E-08,1.78E-05,2.49E-06
ER-MZA3,Xdeep,MZT1-3-XD,9/17/19,17:20,7.64,374,0.144,,0.042,2.776,0.0014,0.0058,0.3824,0,5.74E-07,7.57E-09,1.40E-03,1.39E-05,1.31E-05,1.44E-07,1.82E-06,5.70E-09,1.63E-05,2.20E-06
ER-MZA3,Xdeep,MZT1-3-XD,10/1/19,10:45,7.95,366,0.255,,0.006,2.875,0,0.0067,0.3874,0,1.02E-06,4.09E-07,1.24E-03,1.09E-05,1.44E-05,1.16E-07,1.82E-06,1.99E-08,1.37E-05,2.06E-06
ER-MZA3,XXDeep,MZT1-3-XXD,5/15/19,,,,,,0.053,1.326,0.0012,0.0181,0.203,0,1.51E-07,3.10E-09,3.54E-04,2.77E-06,3.05E-07,9.21E-09,1.67E-06,3.09E-08,9.67E-06,1.14E-06
ER-MZA3,XXDeep,MZT1-3-XXD,6/4/19,13:00,8.22,591,0.422,,0.052,2.647,0.0013,0.0084,0.346,0,2.90E-07,4.81E-09,1.34E-03,2.58E-05,9.55E-06,1.13E-07,1.98E-06,1.87E-08,1.42E-05,2.25E-06
ER-MZA3,XXDeep,MZT1-3-XXD,6/10/19,11:40,8.22,344,0.868,,0.029,2.796,0.0011,,0.356,0,4.21E-07,6.13E-09,1.46E-03,1.77E-05,1.87E-05,1.39E-07,1.81E-06,4.77E-09,1.64E-05,1.77E-06
ER-MZA3,XXDeep,MZT1-3-XXD,6/19/19,12:25,7.88,379,0.373,,0.056,3.053,0.0038,0.0044,0.378,0,2.86E-07,8.00E-09,1.44E-03,1.54E-05,1.61E-05,1.93E-07,1.74E-06,2.97E-08,6.04E-06,4.69E-07
ER-MZA3,XXDeep,MZT1-3-XXD,6/24/19,11:00,8.08,373,0.619,,0.039,3.026,0.0019,0.0054,0.375,0,3.21E-07,5.28E-09,1.43E-03,1.88E-05,1.29E-05,1.54E-07,1.79E-06,1.43E-08,5.70E-06,5.23E-07
ER-MZA3,XXDeep,MZT1-3-XXD,7/2/19,11:15,7.73,400,0.886,,0.035,3.011,0.0022,0.0044,0.382,0,3.11E-07,3.70E-09,1.48E-03,1.68E-05,1.77E-05,1.02E-07,1.73E-06,2.09E-08,5.75E-06,6.28E-07
ER-MZA3,XXDeep,MZT1-3-XXD,7/9/19,10:25,8.03,396,0.304,,0.172,2.971,0.0066,0.005,0.385,0,2.82E-07,5.95E-09,1.49E-03,2.09E-05,1.86E-05,3.03E-07,1.74E-06,1.60E-08,5.84E-06,6.34E-07
ER-MZA3,XXDeep,MZT1-3-XXD,7/16/19,12:00,8.05,379,0.328,,0.019,3.14,0.0021,0.0053,0.383,0,2.85E-07,6.03E-09,1.48E-03,6.38E-06,1.82E-05,2.06E-07,1.71E-06,2.27E-08,6.06E-06,6.05E-07
ER-MZA3,XXDeep,MZT1-3-XXD,7/25/19,10:55,7.97,382,0.341,,0.02,2.64,0.0023,0.0046,0.3829,0,3.11E-07,5.58E-09,1.53E-03,1.53E-05,2.13E-05,1.29E-07,1.71E-06,3.09E-08,1.48E-05,2.69E-06
ER-MZA3,XXDeep,MZT1-3-XXD,8/5/19,10:25,7.91,402,0.269,,0.073,2.595,0.0022,0.0043,0.3667,0,2.88E-07,5.48E-09,1.52E-03,1.71E-05,2.04E-05,1.83E-07,1.72E-06,1.62E-08,1.54E-05,2.65E-06
ER-MZA3,XXDeep,MZT1-3-XXD,8/12/19,15:25,7.47,375,0.375,,0.103,2.719,0.0028,0.0072,0.3478,0,3.29E-07,4.74E-09,1.54E-03,1.14E-05,2.00E-05,1.10E-07,1.73E-06,2.64E-08,1.64E-05,2.73E-06
ER-MZA3,XXDeep,MZT1-3-XXD,8/28/19,10:55,7.36,415,0.301,,0.055,2.907,0.0012,0.0059,0.3796,0,2.73E-07,5.01E-09,1.47E-03,5.50E-06,2.25E-05,2.21E-07,1.70E-06,1.12E-08,1.74E-05,2.50E-06
ER-MZA3,XXDeep,MZT1-3-XXD,9/17/19,17:30,7.9,381,0.212,,0.048,2.782,0.0012,0.0063,0.3881,0,2.94E-07,4.63E-09,1.50E-03,9.64E-06,2.29E-05,4.95E-08,1.74E-06,1.96E-08,1.66E-05,1.85E-06
ER-MZA3,XXDeep,MZT1-3-XXD,10/1/19,10:55,8.17,382,0.153,,0.027,2.725,0.0012,0.0126,0.3743,0,2.56E-07,3.35E-09,1.25E-03,7.61E-06,2.21E-05,1.56E-07,1.71E-06,2.60E-08,1.43E-05,2.25E-06
ER-MZA4,Deep,MZT1-4-D,5/15/19,,,,,,0.144,3.602,0.0024,0.0102,0.27,0,4.42E-08,1.67E-09,1.56E-03,2.82E-05,1.86E-07,1.31E-08,2.41E-06,1.18E-08,1.06E-05,1.20E-06
ER-MZA4,Deep,MZT1-4-D,6/4/19,13:20,7.8,716,0.118,,0.111,3.396,0.0009,0.009,0.294,0,5.18E-08,1.32E-09,1.72E-03,2.33E-05,4.35E-07,1.46E-08,2.44E-06,3.39E-08,1.37E-05,1.89E-06
ER-MZA4,Deep,MZT1-4-D,6/10/19,12:45,7.59,412,0.1,,0.079,3.661,0.0009,0.0109,0.372,0,1.20E-07,2.51E-09,1.92E-03,1.64E-05,7.38E-07,2.29E-08,2.28E-06,8.20E-09,1.44E-05,2.28E-06
ER-MZA4,Deep,MZT1-4-D,6/19/19,13:30,7.54,397,0.139,,0.047,3.511,0.003,0.0101,0.434,0,1.86E-07,4.98E-09,1.75E-03,2.65E-05,7.98E-07,1.36E-08,2.14E-06,3.22E-08,6.09E-06,5.12E-07
ER-MZA4,Deep,MZT1-4-D,6/24/19,11:45,7.49,391,0.186,,0.044,3.438,0.0021,0.0118,0.412,0,1.84E-07,3.67E-09,1.69E-03,1.39E-05,8.22E-07,1.54E-08,2.11E-06,4.68E-08,6.07E-06,4.26E-07
ER-MZA4,Deep,MZT1-4-D,7/2/19,12:30,7.67,392,0.223,,0.054,3.457,0.0023,0.0145,0.338,0,2.21E-07,6.08E-09,1.63E-03,1.02E-05,1.10E-06,1.44E-08,2.03E-06,3.72E-08,5.99E-06,3.96E-07
ER-MZA4,Deep,MZT1-4-D,7/9/19,11:40,7.68,366,0.15,,0.065,3.418,0.0024,0.0118,0.246,0,2.28E-07,2.54E-09,1.58E-03,1.62E-05,8.90E-07,1.66E-08,1.97E-06,1.52E-08,5.41E-06,2.85E-07
ER-MZA4,Deep,MZT1-4-D,7/16/19,13:00,7.51,368,0.155,,0.079,3.585,0.0026,0.015,0.192,0,1.82E-07,4.40E-09,1.61E-03,1.85E-05,9.14E-07,1.52E-08,1.96E-06,3.01E-08,5.64E-06,9.23E-08
ER-MZA4,Deep,MZT1-4-D,7/25/19,11:30,7.64,364,0.095,,0.075,3.461,0.0043,0.011,0.1649,0.0019,2.04E-07,3.54E-09,1.62E-03,1.18E-05,9.79E-07,9.58E-09,1.95E-06,2.83E-08,1.27E-05,1.37E-06
ER-MZA4,Deep,MZT1-4-D,8/5/19,10:55,7.56,383,0.229,,0.087,3.293,0.0036,0.0103,0.1681,0,2.32E-07,4.82E-09,1.65E-03,2.33E-05,9.53E-07,1.91E-08,2.01E-06,2.20E-08,1.01E-05,1.45E-06
ER-MZA4,Deep,MZT1-4-D,8/12/19,16:00,7,362,0.234,,0.106,3.285,0.0034,0.0083,0.1839,0,2.54E-07,6.83E-09,1.67E-03,9.38E-06,1.46E-06,1.85E-08,1.99E-06,2.47E-08,1.06E-05,1.56E-06
ER-MZA4,Deep,MZT1-4-D,8/28/19,11:25,7.23,417,0.109,,0.128,3.317,0.0057,0.0088,0.2235,0,3.30E-07,7.21E-09,1.53E-03,1.51E-05,2.12E-06,3.04E-08,1.93E-06,1.43E-08,1.28E-05,1.46E-06
ER-MZA4,Deep,MZT1-4-D,9/17/19,17:45,6.98,452,0.205,,0.11,3.195,0.0048,0.0107,0.3029,0,3.45E-07,8.35E-09,1.57E-03,1.48E-05,2.14E-06,1.55E-08,1.95E-06,1.81E-08,1.37E-05,1.64E-06
ER-MZA4,Deep,MZT1-4-D,10/1/19,,,,,,0.043,3.301,0,0.0055,0.3395,0,4.21E-07,9.95E-09,1.39E-03,7.34E-06,2.23E-06,2.38E-08,2.02E-06,1.58E-08,1.27E-05,2.11E-06
ER-MZA4,Shallow,MZT1-4-S,5/15/19,,,,,,0.414,2.038,0.003,0.0105,0.038,0.0006,4.86E-08,1.67E-09,8.60E-04,6.28E-06,1.81E-07,9.88E-09,8.85E-06,4.05E-08,3.36E-06,1.14E-07
ER-MZA4,Shallow,MZT1-4-S,6/4/19,13:20,7.52,1054,0.162,,0.144,4.274,0.0007,0.0089,0.286,0,1.62E-06,3.07E-08,2.02E-03,4.25E-05,1.05E-06,2.62E-08,2.11E-05,2.47E-07,1.33E-05,1.74E-06
ER-MZA4,Shallow,MZT1-4-S,6/10/19,12:45,7.49,445,0.233,,0.131,4.231,0.0008,0.01,0.304,0,1.59E-06,1.43E-08,2.10E-03,2.53E-05,1.47E-06,2.09E-08,1.19E-05,8.75E-08,1.26E-05,1.77E-06
ER-MZA4,Shallow,MZT1-4-S,6/19/19,13:30,7.4,416,0.231,,0.12,3.731,0.003,0.0121,0.402,0,1.48E-06,3.02E-08,1.91E-03,3.82E-05,1.52E-06,1.94E-08,6.75E-06,1.04E-07,5.50E-06,3.62E-07
ER-MZA4,Shallow,MZT1-4-S,6/24/19,11:45,7.36,469,0.548,,0.136,4.984,0.0015,0.0113,0.382,0,1.95E-06,3.81E-08,2.24E-03,1.80E-05,2.00E-06,1.72E-08,1.12E-05,2.59E-07,5.72E-06,5.37E-07
ER-MZA4,Shallow,MZT1-4-S,7/2/19,12:30,7.37,442,0.444,,0.11,4.099,0.0018,0.0136,0.274,0,1.64E-06,2.94E-08,1.82E-03,2.05E-05,2.28E-06,3.05E-08,5.96E-06,5.72E-08,4.81E-06,3.75E-07
ER-MZA4,Shallow,MZT1-4-S,7/9/19,11:40,7.28,479,0.23,,0.127,5.049,0.0018,0.0153,0.251,0,3.18E-06,7.08E-08,2.20E-03,4.20E-05,4.07E-06,5.64E-08,9.60E-06,1.90E-07,5.07E-06,2.08E-07
ER-MZA4,Shallow,MZT1-4-S,7/16/19,13:00,7.31,459,0.206,,0.132,4.873,0.0018,0.0164,0.205,0,3.49E-06,4.63E-08,2.06E-03,1.70E-05,5.42E-06,5.88E-08,7.59E-06,1.27E-07,5.39E-06,3.11E-07
ER-MZA4,Shallow,MZT1-4-S,7/25/19,11:30,7.25,440,0.554,,0.113,4.021,0.0022,0.0133,0.1744,0,2.72E-06,5.88E-08,1.94E-03,2.56E-05,5.80E-06,4.15E-08,4.97E-06,9.94E-08,9.65E-06,1.40E-06
ER-MZA4,Shallow,MZT1-4-S,8/5/19,10:55,7.08,628,0.541,,0.235,5.629,0.002,0.0244,0.1619,0,3.94E-06,9.04E-08,2.39E-03,3.08E-05,7.53E-06,8.13E-08,1.02E-05,1.31E-07,1.16E-05,1.29E-06
ER-MZA4,Xdeep,MZT1-4-XD,5/15/19,,,,,,0.086,0.385,0.0036,0.0108,0.169,0,3.18E-07,5.90E-09,4.27E-04,2.15E-06,6.13E-07,8.54E-09,1.43E-06,1.40E-08,9.85E-06,1.40E-06
ER-MZA4,Xdeep,MZT1-4-XD,6/4/19,13:45,8.07,628,,,0.081,3.008,0.0016,0.0105,0.459,0,3.18E-06,6.63E-08,1.59E-03,2.78E-05,1.19E-05,1.05E-07,2.30E-06,3.65E-08,1.88E-05,2.76E-06
ER-MZA4,Xdeep,MZT1-4-XD,6/10/19,12:45,7.89,388,0.634,,0.04,3.125,0.0013,0.0089,0.442,0,3.97E-06,3.65E-08,1.66E-03,2.51E-05,5.43E-06,4.56E-08,2.33E-06,2.98E-08,1.72E-05,2.63E-06
ER-MZA4,Xdeep,MZT1-4-XD,6/19/19,13:30,7.92,374,0.393,,0.024,3.109,0.0031,0.0088,0.435,0,3.33E-06,5.71E-08,1.57E-03,3.20E-05,9.54E-06,1.41E-07,2.00E-06,3.02E-08,7.81E-06,4.52E-07
ER-MZA4,Xdeep,MZT1-4-XD,6/24/19,11:45,7.73,376,0.501,,0.025,3.102,0.0021,0.0081,0.416,0,2.98E-06,6.10E-08,1.53E-03,1.36E-05,1.04E-05,1.01E-07,1.94E-06,1.82E-08,7.74E-06,4.82E-07
ER-MZA4,Xdeep,MZT1-4-XD,7/2/19,12:30,7.97,391,0.255,,0.041,3.215,0.0025,0.0094,0.413,0,3.31E-06,6.25E-08,1.57E-03,1.21E-05,9.89E-06,1.32E-07,1.96E-06,2.09E-08,7.62E-06,7.00E-07
ER-MZA4,Xdeep,MZT1-4-XD,7/9/19,11:40,8.09,376,0.19,,0.031,3.195,0.002,0.0096,0.405,0,3.09E-06,4.65E-08,1.55E-03,1.74E-05,1.17E-05,1.50E-07,1.96E-06,4.80E-08,7.68E-06,8.12E-07
ER-MZA4,Xdeep,MZT1-4-XD,7/16/19,13:00,7.83,374,0.162,,0.035,3.048,0.0024,0.0096,0.351,0,3.15E-06,7.89E-08,1.52E-03,1.84E-05,1.03E-05,6.75E-08,1.98E-06,4.19E-08,7.41E-06,4.81E-07
ER-MZA4,Xdeep,MZT1-4-XD,7/25/19,11:30,7.95,389,0.335,,0.046,3.075,0.0028,0.009,0.3445,0,3.05E-06,6.82E-08,1.55E-03,4.42E-06,1.07E-05,1.27E-07,1.86E-06,2.83E-08,1.81E-05,2.96E-06
ER-MZA4,Xdeep,MZT1-4-XD,8/5/19,10:55,8.06,373,0.247,,0.048,2.892,0.0025,0.007,0.3413,0,,,,,,,,,,
ER-MZA4,Xdeep,MZT1-4-XD,8/12/19,16:00,7.41,367,0.214,,0.06,2.888,0.0028,0.0065,0.3421,0,2.92E-06,6.32E-08,1.56E-03,1.01E-05,1.10E-05,8.64E-08,1.84E-06,2.15E-08,1.78E-05,2.75E-06
ER-MZA4,Xdeep,MZT1-4-XD,8/28/19,11:25,7.85,358,0.16,,0.032,3.015,0.0016,0.0066,0.37,0,2.91E-06,5.02E-08,1.46E-03,9.85E-06,1.16E-05,8.47E-08,1.89E-06,1.64E-08,1.82E-05,2.76E-06
ER-MZA4,Xdeep,MZT1-4-XD,9/17/19,17:55,7.9,383,0.214,,0.145,2.983,0.0032,0.0061,0.388,0,2.95E-06,4.66E-08,1.47E-03,9.16E-06,1.06E-05,8.67E-08,1.91E-06,1.01E-08,1.72E-05,2.22E-06
ER-MZA4,Xdeep,MZT1-4-XD,10/1/19,11:15,7.84,367,0.137,,0.04,3.098,0,0.0059,0.3848,0,2.94E-06,5.37E-08,1.28E-03,1.22E-05,1.10E-05,1.04E-07,1.89E-06,1.01E-08,1.51E-05,2.12E-06
ER-MZA5,Deep,MZT1-5-D,5/15/19,,,,,,0.181,3.187,0.0018,0.0109,0.249,0,3.99E-08,1.41E-09,1.53E-03,1.94E-05,0,0,1.99E-06,2.08E-08,1.08E-05,1.00E-06
ER-MZA5,Deep,MZT1-5-D,6/4/19,14:00,7.75,636,0.38,,0.097,3.561,0.0048,0.0094,0.272,0,1.79E-08,6.54E-10,1.62E-03,2.97E-05,1.86E-07,2.26E-08,2.50E-06,1.22E-08,1.00E-05,1.75E-06
ER-MZA5,Deep,MZT1-5-D,6/10/19,13:15,7.7,410,0.092,,0.083,3.84,0,0.0106,0.244,0,4.63E-08,1.76E-09,1.85E-03,1.02E-05,1.48E-07,4.14E-08,2.28E-06,1.10E-08,1.16E-05,1.51E-06
ER-MZA5,Deep,MZT1-5-D,6/19/19,14:00,7.45,355,0.157,,0.127,3.482,0.0034,0.0146,0.163,0,1.10E-07,3.52E-09,1.53E-03,2.00E-05,1.91E-07,6.71E-09,1.91E-06,3.71E-08,4.92E-06,2.41E-07
ER-MZA5,Deep,MZT1-5-D,6/24/19,12:10,7.59,400,0.204,,0.157,3.918,0.0018,0.0155,0.143,0,1.25E-07,4.11E-09,1.72E-03,1.57E-05,2.31E-07,1.33E-08,2.13E-06,6.65E-08,5.08E-06,2.48E-07
ER-MZA5,Deep,MZT1-5-D,7/2/19,12:50,7.39,431,0.254,,0.112,4.043,0.0019,0.0149,0.234,0,1.20E-07,1.57E-09,1.82E-03,2.04E-05,3.99E-07,1.13E-08,2.27E-06,2.22E-08,6.03E-06,3.95E-07
ER-MZA5,Deep,MZT1-5-D,7/9/19,12:00,7.45,466,0.115,,0.175,4.551,0.0031,0.0163,0.213,0,1.58E-07,1.72E-09,2.06E-03,1.66E-05,5.24E-07,1.22E-08,2.58E-06,4.15E-08,6.29E-06,4.05E-07
ER-MZA5,Deep,MZT1-5-D,7/16/19,13:30,7.39,448,0.17,,0.122,4.289,0.0021,0.0153,0.25,0,1.68E-07,5.35E-09,1.96E-03,2.29E-05,5.72E-07,1.21E-08,2.50E-06,3.94E-08,6.50E-06,3.02E-07
ER-MZA5,Deep,MZT1-5-D,7/25/19,11:55,7.45,439,0.112,,0.091,3.883,0.0019,0.0154,0.2161,0,1.98E-07,2.44E-09,1.76E-03,2.13E-05,7.58E-07,1.23E-08,2.35E-06,1.24E-08,1.27E-05,9.58E-07
ER-MZA5,Deep,MZT1-5-D,8/5/19,11:35,7.46,477,0.166,,0.193,3.718,0.0022,0.0146,0.1924,0,3.60E-07,8.61E-09,1.74E-03,1.22E-05,1.13E-06,1.47E-08,2.33E-06,2.85E-08,1.29E-05,9.30E-07
ER-MZA5,Deep,MZT1-5-D,8/12/19,16:15,6.87,399,0.136,,0.096,3.614,0.0017,0.0115,0.1966,0,2.15E-07,4.40E-09,1.67E-03,1.74E-05,1.19E-06,8.99E-09,2.18E-06,7.17E-09,1.32E-05,1.11E-06
ER-MZA5,Deep,MZT1-5-D,8/28/19,11:40,7.48,412,0.115,,0.132,3.618,0.0018,0.0114,0.2343,0,2.12E-07,4.15E-09,1.68E-03,1.51E-05,1.14E-06,2.45E-09,2.18E-06,1.23E-08,1.31E-05,1.54E-06
