Well,Date,Time,pH,Cond,ORP,Temp,DO,TC,NPOC,TIC,NH4,Cl,NO2,SO4,NO3,Li,sd,Be,sd,B,sd,Na,sd,Mg,sd,Al,sd,Si,sd,Si-1,sd,K,sd,V,sd,Cr,sd,Mn,sd,Ca,sd,Fe,sd,Se,sd,SeO,sd,Ti,sd,Ni,sd,Co,sd,Cu,sd,Zn,sd,Ge,sd,As,sd,Rb,sd,Sr,sd,Zr,sd,Mo,sd,Ag,sd,Cd,sd,Sn,sd,Sb,sd,Cs,sd,Ba,sd,Eu,sd,Pb,sd,Th,sd,U,sd,PO,sd,AsO,sd
MCT2-2M,9/24/19,,,,,,,2.55,0.65,1.91,0.004,0.2737,,0.429,0.0014,,,,,,,2.76E-04,8.27E-06,3.71E-04,6.41E-06,,,1.22E-04,3.02E-06,1.17E-04,2.40E-06,7.93E-06,1.21E-07,,,,,3.82E-06,5.82E-08,1.05E-03,7.20E-06,2.57E-05,1.66E-07,,,,,,,1.31E-07,2.94E-09,6.96E-09,4.68E-10,2.80E-08,9.77E-10,2.79E-07,2.60E-08,,,1.33E-08,5.52E-10,2.39E-09,1.83E-10,1.80E-06,1.33E-08,1.55E-09,4.50E-10,,,,,,,,,,,,,6.14E-07,3.58E-09,,,,,,,,,1.39E-05,2.27E-06,,
MCT2-2M,10/22/19,,7.26,285.7,-70,,,2.79,2.99,-0.21,0.0492,,,,,,,,,,,2.39E-04,7.26E-06,3.68E-04,9.14E-06,,,1.10E-04,2.99E-06,1.07E-04,1.05E-06,6.07E-06,1.02E-07,,,,,3.55E-06,6.01E-08,1.01E-03,9.31E-06,1.88E-05,2.10E-07,,,,,,,7.00E-08,3.86E-09,6.40E-09,3.02E-10,1.46E-08,1.01E-09,2.80E-07,1.11E-08,,,8.53E-09,4.71E-10,1.57E-09,1.29E-10,1.70E-06,1.94E-08,,,,,,,,,,,,,,,5.57E-07,5.98E-09,,,,,,,,,8.68E-06,9.54E-07,,
MCT2-2S,6/1/19,12:10,6.94,385,-12,22.3,,3.86,0.86,3,0.0116,0.2214,,0.031,0.0005,,,,,,,2.42E-04,8.17E-06,4.31E-04,7.35E-06,,,1.56E-04,4.25E-06,1.50E-04,7.85E-07,1.62E-05,2.31E-07,8.11E-09,6.19E-10,,,1.80E-05,3.53E-07,1.15E-03,1.40E-05,4.38E-05,4.60E-07,,,,,,,1.22E-07,4.96E-09,4.53E-08,1.05E-09,3.25E-08,2.38E-09,5.29E-07,1.93E-08,,,2.37E-08,1.97E-09,3.58E-09,3.97E-10,1.90E-06,2.41E-08,1.69E-09,6.95E-10,9.47E-09,1.68E-09,,,,,,,,,,,6.55E-07,9.01E-09,,,2.72E-09,2.39E-10,,,9.06E-10,1.43E-10,7.03E-06,5.48E-07,,
MCT2-2S,6/7/19,13:40,7.14,421,-11,10.3,,4.81,0.92,3.89,0.0062,0.1975,,0.0172,0.0005,,,,,,,2.51E-04,3.60E-06,5.70E-04,1.09E-05,,,1.71E-04,4.48E-06,1.64E-04,9.49E-07,2.01E-05,1.36E-07,8.73E-09,6.25E-10,,,2.38E-05,3.65E-07,1.45E-03,2.02E-05,3.38E-05,6.14E-07,,,,,,,1.38E-07,9.78E-09,5.29E-08,1.16E-09,1.97E-08,2.85E-09,2.60E-07,1.76E-08,,,2.46E-08,1.78E-09,3.92E-09,3.10E-10,2.41E-06,3.35E-08,,,7.48E-09,1.33E-09,,,,,,,,,,,7.04E-07,6.18E-09,,,2.25E-09,2.47E-10,,,2.04E-09,8.76E-11,7.10E-06,4.28E-07,,
MCT2-2S,6/14/19,14:05,6.94,465,-14,9.1,,5.66,0.95,4.7,0.0067,0.189,,0.0182,0.0006,,,,,,,2.61E-04,8.33E-06,6.44E-04,1.85E-05,,,1.70E-04,7.03E-06,1.62E-04,1.05E-06,1.86E-05,3.95E-07,7.38E-09,7.15E-10,,,2.92E-05,5.80E-07,1.64E-03,1.52E-05,4.34E-05,6.36E-07,,,,,,,1.52E-07,6.49E-09,6.62E-08,1.93E-09,1.38E-08,3.62E-09,2.95E-07,1.04E-08,,,2.53E-08,2.63E-09,3.85E-09,2.57E-10,2.68E-06,5.17E-08,,,1.59E-08,2.34E-09,,,,,,,,,,,7.71E-07,6.51E-09,,,,,,,3.01E-09,1.82E-10,7.10E-06,4.21E-07,,
MCT2-2S,6/24/19,16:12,7.12,531,-50,12.2,,6.79,1.04,5.75,0.0079,0.2249,,0.0062,0.0005,,,,,,,3.04E-04,5.52E-06,8.06E-04,2.47E-05,,,1.91E-04,5.77E-06,1.79E-04,1.30E-06,2.05E-05,2.06E-07,8.68E-09,6.38E-10,,,4.08E-05,7.88E-07,2.07E-03,2.13E-05,7.66E-05,6.09E-07,,,,,,,1.79E-07,5.82E-09,8.54E-08,2.33E-09,9.52E-09,2.51E-09,3.28E-07,1.26E-08,,,3.96E-08,2.11E-09,4.70E-09,2.27E-10,3.37E-06,3.72E-08,,,2.77E-08,1.99E-09,,,,,,,,,,,1.07E-06,2.17E-08,,,,,,,4.83E-09,2.32E-10,7.78E-06,4.45E-07,3.50E-08,6.39E-09
MCT2-2S,7/1/19,15:08,6.57,569,25,10.3,,9.5,1.15,8.35,0.0075,0.227,,0.0079,0.0005,,,,,,,3.40E-04,6.06E-06,9.94E-04,2.04E-05,,,2.08E-04,3.64E-06,1.97E-04,1.57E-06,2.62E-05,1.86E-07,9.84E-09,7.94E-10,,,5.04E-05,8.34E-07,2.49E-03,2.56E-05,8.75E-05,2.97E-07,,,,,,,2.23E-07,5.23E-09,9.84E-08,1.98E-09,3.39E-08,4.38E-09,3.33E-07,2.06E-08,,,4.37E-08,2.32E-09,5.85E-09,2.65E-10,4.08E-06,6.31E-08,,,2.08E-08,1.91E-09,,,,,,,,,,,1.14E-06,1.71E-08,,,,,,,7.30E-09,2.03E-10,8.49E-06,4.98E-07,3.68E-08,6.51E-09
MCT2-2S,7/11/19,13:03,6.54,597,-54,10.7,,7.87,1.4,6.47,0.0091,0.2625,,0.0034,0.0005,,,,,,,3.65E-04,7.77E-06,1.18E-03,1.88E-05,,,2.46E-04,4.43E-06,2.35E-04,2.21E-06,2.36E-05,5.83E-07,1.31E-08,3.31E-10,,,6.32E-05,1.47E-06,2.96E-03,4.07E-05,1.29E-04,2.07E-06,,,,,7.89E-08,1.60E-08,2.55E-07,8.07E-09,1.16E-07,3.52E-09,1.04E-08,3.40E-09,3.30E-07,9.83E-09,,,7.12E-08,2.38E-09,4.93E-09,4.85E-10,4.95E-06,8.23E-08,1.92E-09,4.39E-10,4.92E-08,1.20E-09,,,,,,,,,,,1.35E-06,1.58E-08,,,,,,,9.33E-09,5.20E-10,9.54E-06,4.34E-07,6.26E-08,5.24E-09
MCT2-2S,7/17/19,12:45,7.02,622,-71,11.8,,9.42,1.59,7.83,0.0132,0.2668,,0.0032,0.0005,,,,,,,3.99E-04,1.47E-05,1.19E-03,4.01E-05,,,2.56E-04,9.87E-06,2.49E-04,1.51E-06,2.53E-05,4.25E-07,1.63E-08,6.96E-10,,,6.31E-05,1.39E-06,2.99E-03,2.37E-05,1.64E-04,1.69E-06,,,,,9.03E-08,1.55E-08,2.84E-07,9.71E-09,1.15E-07,1.71E-09,1.86E-08,2.80E-09,3.55E-07,1.29E-08,,,9.52E-08,2.04E-09,5.32E-09,5.38E-10,5.03E-06,5.57E-08,2.50E-09,5.61E-10,5.70E-08,2.72E-09,,,,,,,,,,,1.40E-06,1.43E-08,,,1.27E-09,3.00E-10,,,8.27E-09,3.53E-10,1.01E-05,5.67E-07,8.98E-08,7.18E-09
MCT2-2S,7/22/19,12:25,6.76,634,-54,14.2,,9.96,1.49,8.47,0.0069,0.275,,0.0027,0.0005,,,,,,,4.22E-04,9.52E-06,1.22E-03,2.54E-05,,,2.30E-04,5.91E-06,2.21E-04,1.74E-06,1.94E-05,2.98E-07,1.32E-08,8.45E-10,,,5.67E-05,1.05E-06,3.13E-03,6.47E-05,1.46E-04,2.17E-06,,,,,1.08E-07,1.85E-08,3.08E-07,1.03E-08,1.21E-07,2.02E-09,6.28E-09,2.53E-09,2.53E-07,1.22E-08,,,6.91E-08,2.64E-09,4.01E-09,5.05E-10,5.16E-06,7.58E-08,2.40E-09,7.66E-10,3.97E-08,1.96E-09,,,,,,,,,,,1.46E-06,1.62E-08,,,,,,,8.03E-09,4.22E-10,8.06E-06,4.88E-07,5.40E-08,4.29E-09
MCT2-2S,9/15/19,,7.3,366.4,-140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCT2-2S,9/24/19,,,,,,,2.71,0.65,2.06,0.0022,0.2616,,0.3482,0.0011,,,,,,,2.70E-04,3.61E-06,3.83E-04,4.96E-06,,,1.26E-04,2.71E-06,1.23E-04,2.42E-06,6.34E-06,7.93E-08,,,,,6.24E-06,8.03E-08,1.08E-03,1.44E-05,8.11E-06,6.94E-08,,,,,,,8.76E-08,3.39E-09,1.29E-08,4.95E-10,3.79E-08,9.76E-10,3.19E-07,1.10E-08,,,6.86E-09,4.59E-10,,,1.85E-06,5.41E-09,1.80E-09,2.75E-10,6.07E-09,7.28E-10,,,,,6.98E-09,4.88E-10,,,,,7.29E-07,9.69E-09,,,,,,,,,1.41E-05,2.27E-06,,
MCT2-2S,10/23/19,,7.34,274.2,95,,,2.7,0.5,2.2,0.004,0.245,,0.1647,,,,,,,,2.28E-04,3.05E-06,3.61E-04,3.51E-06,,,1.12E-04,2.30E-06,1.07E-04,1.24E-06,5.85E-06,1.43E-07,,,8.01E-09,4.56E-10,7.85E-06,1.94E-07,9.96E-04,1.14E-05,1.72E-06,3.14E-08,,,,,,,8.82E-08,2.25E-09,1.54E-08,4.06E-10,2.80E-08,1.21E-09,4.50E-07,1.16E-08,,,,,,,1.66E-06,1.87E-08,,,,,,,,,,,,,,,6.04E-07,1.41E-08,,,,,,,,,8.37E-06,8.50E-07,,
MCT2-3D,6/1/19,12:30,7.37,546,-89,12.5,,4.64,0.31,4.33,0.0036,0.4993,,0.1789,0.0005,4.30E-07,1.04E-07,,,,,2.40E-04,1.45E-06,4.53E-04,5.78E-06,,,1.95E-04,3.13E-06,2.04E-04,1.74E-06,1.40E-05,2.23E-07,,,,,4.41E-05,1.41E-06,2.10E-03,8.62E-06,8.62E-05,4.31E-07,,,,,,,3.55E-08,5.15E-09,4.07E-09,4.75E-10,,,2.71E-07,9.77E-09,,,,,1.59E-09,1.71E-10,3.22E-06,2.74E-08,,,2.01E-08,2.21E-09,,,,,4.01E-08,1.39E-09,,,,,1.62E-06,2.26E-08,,,,,,,1.04E-09,1.64E-10,9.73E-06,7.11E-07,,
MCT2-3D,6/7/19,14:12,7.39,534,-94,9.4,,4.94,0.3,4.64,0.0027,0.4687,,0.1754,0.0005,5.12E-07,1.17E-07,,,,,2.96E-04,2.93E-06,4.76E-04,6.37E-06,,,1.93E-04,2.32E-06,1.96E-04,1.16E-06,1.46E-05,2.51E-07,,,,,2.83E-05,5.16E-07,2.20E-03,2.01E-05,1.59E-04,1.20E-06,,,,,,,3.48E-08,4.65E-09,,,,,3.39E-07,9.53E-09,,,7.10E-09,2.21E-09,1.58E-09,1.50E-10,3.39E-06,2.00E-08,,,1.65E-08,1.39E-09,,,,,8.99E-09,1.25E-09,,,,,1.74E-06,1.86E-08,,,,,,,1.11E-09,1.68E-10,9.68E-06,1.06E-06,,
MCT2-3D,6/14/19,14:40,7.12,559,-77,7.2,,4.96,0.31,4.65,0.0037,0.4458,,0.1821,0.0005,4.71E-07,1.29E-07,,,,,2.99E-04,2.85E-06,4.73E-04,5.19E-06,,,1.90E-04,5.23E-06,1.97E-04,1.59E-06,1.50E-05,2.13E-07,,,,,2.78E-05,4.31E-07,2.18E-03,2.39E-05,1.59E-04,1.10E-06,,,,,,,2.82E-08,4.64E-09,,,,,2.36E-07,9.53E-09,,,6.26E-09,1.17E-09,1.52E-09,1.91E-10,3.35E-06,4.13E-08,,,1.54E-08,1.39E-09,,,,,9.55E-09,1.08E-09,,,,,1.76E-06,1.67E-08,,,,,,,1.02E-09,1.71E-10,9.78E-06,6.00E-07,,
MCT2-3D,6/24/19,13:09,7.72,467,-75,13.1,,4.82,0.32,4.5,0.0054,0.4581,,0.1999,0.0005,4.99E-07,1.00E-07,,,,,2.93E-04,5.51E-06,4.66E-04,1.25E-05,,,1.80E-04,5.38E-06,1.89E-04,1.46E-06,1.52E-05,1.57E-07,,,,,2.27E-05,3.10E-07,2.19E-03,4.19E-05,1.29E-04,2.30E-06,,,,,,,3.78E-08,3.50E-09,,,,,3.52E-07,1.07E-08,,,,,1.62E-09,1.91E-10,3.39E-06,4.55E-08,,,1.11E-08,2.14E-09,,,,,,,,,,,1.72E-06,1.39E-08,,,,,,,9.15E-10,1.36E-10,9.31E-06,8.14E-07,,
MCT2-3D,7/1/19,12:18,7.47,47,-112,8.7,,4.48,0.34,4.14,0.0047,0.4745,,0.2189,0.0007,5.27E-07,1.31E-07,,,,,3.05E-04,3.88E-06,4.77E-04,1.04E-05,,,1.87E-04,5.42E-06,1.98E-04,1.93E-06,1.60E-05,1.94E-07,,,,,2.49E-05,3.88E-07,2.21E-03,5.06E-05,1.53E-04,2.55E-06,,,,,,,3.04E-08,4.95E-09,,,,,2.83E-07,1.30E-08,,,6.55E-09,1.40E-09,1.68E-09,2.54E-10,3.41E-06,5.68E-08,,,1.24E-08,1.65E-09,,,,,,,,,,,1.78E-06,1.44E-08,,,,,,,8.28E-10,1.43E-10,9.45E-06,7.44E-07,,
MCT2-3D,7/11/19,14:16,7.23,469,-69,6.9,,4.92,0.36,4.56,0.0072,0.4184,,0.1826,0.0005,5.07E-07,1.19E-07,,,,,3.10E-04,6.00E-06,4.77E-04,6.95E-06,,,1.79E-04,3.00E-06,1.90E-04,3.00E-06,1.67E-05,3.21E-07,,,,,5.81E-05,1.70E-06,2.22E-03,2.96E-05,8.80E-05,1.08E-06,,,,,,,4.08E-08,7.08E-09,5.14E-09,2.85E-10,,,3.31E-07,1.49E-08,,,,,2.24E-09,2.44E-10,3.45E-06,4.80E-08,,,1.30E-08,1.69E-09,,,,,,,,,,,1.94E-06,2.03E-08,,,,,,,7.57E-10,1.77E-10,9.46E-06,9.63E-07,,
MCT2-3D,7/17/19,13:57,6.68,450,-7,12.1,,6.71,0.75,5.96,0.0252,0.2078,,0.0386,0.0005,,,,,,,3.39E-04,6.40E-06,6.57E-04,1.43E-05,,,2.22E-04,4.05E-06,2.32E-04,2.42E-06,7.14E-06,1.49E-07,,,,,2.69E-05,2.96E-07,2.32E-03,9.07E-06,2.82E-05,1.72E-07,,,,,,,1.55E-07,6.35E-09,3.60E-08,1.52E-09,,,2.82E-07,1.16E-08,,,1.11E-08,1.33E-09,1.88E-09,2.71E-10,3.98E-06,9.22E-08,,,,,,,,,,,,,,,1.17E-06,1.22E-08,,,,,,,3.44E-09,5.08E-11,7.82E-06,4.00E-07,,
MCT2-3D,7/22/19,12:35,7.04,467,-63,13.6,,5.03,0.28,4.75,0.0026,0.4238,,0.2052,0.0005,5.08E-07,1.23E-07,,,,,2.80E-04,3.81E-06,4.71E-04,9.10E-06,,,1.84E-04,4.62E-06,1.92E-04,2.07E-06,1.62E-05,2.44E-07,,,2.04E-08,2.19E-08,2.57E-05,1.60E-07,2.17E-03,2.38E-05,1.11E-04,1.70E-06,,,,,,,3.63E-08,4.08E-09,,,,,1.83E-07,1.10E-08,,,,,1.49E-09,7.13E-11,3.36E-06,3.73E-08,,,7.60E-09,1.19E-09,,,,,,,,,,,1.84E-06,8.66E-09,,,,,,,6.52E-10,9.23E-11,9.59E-06,9.63E-07,,
MCT2-3D,8/14/19,12:52,7.319,438,-72,11.3,,4.45,0.46,3.99,0.0119,0.3811,,0.1528,,6.04E-07,3.54E-08,,,,,2.44E-04,3.48E-06,4.22E-04,4.61E-06,,,1.90E-04,3.42E-06,1.81E-04,8.63E-07,1.86E-05,3.22E-07,,,,,1.53E-05,2.83E-07,1.91E-03,1.69E-05,9.96E-05,1.30E-06,,,,,,,3.52E-08,1.84E-09,,,4.64E-09,1.07E-09,2.17E-07,1.27E-08,,,6.80E-09,1.02E-09,2.56E-09,2.15E-10,2.98E-06,3.01E-08,,,9.51E-09,5.80E-10,,,,,7.93E-09,6.87E-10,,,,,1.56E-06,2.75E-08,,,,,,,5.82E-10,4.45E-11,1.07E-05,5.25E-07,,
MCT2-3D,8/28/19,,7.065,153.6,-86,,,4.29,0.33,3.96,0.0039,0.327,,0.1467,,5.58E-07,5.64E-08,,,,,2.35E-04,3.49E-06,4.10E-04,4.82E-06,,,1.84E-04,2.40E-06,1.78E-04,1.46E-06,1.88E-05,3.02E-07,,,,,1.86E-05,3.90E-07,1.85E-03,2.74E-05,7.42E-05,7.76E-07,,,,,,,3.33E-08,2.22E-09,,,,,1.39E-07,1.24E-08,,,5.68E-09,3.87E-10,2.65E-09,2.10E-10,2.89E-06,1.88E-08,,,1.05E-08,7.26E-10,,,,,,,,,,,1.62E-06,5.26E-09,,,,,,,5.52E-10,5.30E-11,1.06E-05,8.31E-07,,
MCT2-3D,9/15/19,,7.3,410.8,-135,24.1,,4.16,0.41,3.75,0.0046,0.3036,,0.1393,,5.86E-07,6.71E-08,,,,,2.28E-04,9.00E-06,3.95E-04,1.28E-05,,,1.86E-04,5.74E-06,1.82E-04,2.24E-06,1.60E-05,2.26E-07,,,,,1.85E-05,2.70E-07,1.81E-03,2.16E-05,1.06E-04,1.08E-06,,,,,,,3.11E-08,3.43E-09,,,,,2.03E-07,1.50E-08,,,,,2.24E-09,2.51E-10,2.72E-06,2.91E-08,,,8.14E-09,5.76E-10,,,,,,,,,,,1.59E-06,1.99E-08,,,,,,,,,1.09E-05,5.01E-07,,
MCT2-3D,9/24/19,,,,,,,4.21,0.37,3.84,0.003,0.316,,0.1412,0.0008,6.27E-07,1.17E-08,,,,,2.27E-04,1.52E-06,3.96E-04,6.28E-06,,,1.87E-04,3.86E-06,1.86E-04,2.02E-06,1.66E-05,1.84E-07,,,,,1.79E-05,2.77E-07,1.83E-03,2.37E-05,1.01E-04,1.08E-06,,,,,,,3.40E-08,2.89E-09,,,,,1.87E-07,1.16E-08,,,6.21E-09,4.37E-10,1.65E-09,1.73E-10,2.80E-06,4.45E-08,,,9.49E-09,4.59E-10,,,,,,,,,,,1.59E-06,3.08E-08,,,,,,,,,1.09E-05,6.03E-07,,
MCT2-3M,6/1/19,12:40,7.09,285,61,12.7,,2.5,0.47,2.03,0.0018,0.2136,,0.0729,0.0006,,,,,,,2.69E-04,4.83E-06,2.71E-04,2.47E-06,,,1.37E-04,3.16E-06,1.41E-04,8.84E-07,8.80E-06,1.58E-07,,,,,7.10E-06,1.50E-07,9.83E-04,1.07E-05,8.32E-06,1.42E-07,,,,,,,4.93E-08,4.45E-09,1.46E-08,9.95E-10,1.72E-08,2.25E-09,2.48E-07,1.20E-08,,,,,1.46E-09,1.29E-10,1.59E-06,3.05E-08,,,,,,,,,,,,,,,4.86E-07,8.32E-09,,,,,,,8.40E-10,1.78E-10,5.81E-06,4.46E-07,,
MCT2-3M,6/7/19,14:12,7.1,255,45,10.6,,2.7,0.39,2.31,0.0019,0.1232,,0.0802,0.001,,,,,,,1.88E-04,2.58E-06,2.77E-04,4.46E-06,,,1.38E-04,2.15E-06,1.42E-04,2.18E-06,1.08E-05,1.60E-07,,,,,7.61E-06,2.26E-07,9.92E-04,1.09E-05,1.62E-05,2.88E-07,,,,,,,5.02E-08,3.17E-09,1.11E-08,9.08E-10,9.12E-09,2.58E-09,2.75E-07,1.35E-08,,,,,1.81E-09,2.87E-10,1.69E-06,2.05E-08,,,,,,,,,,,,,,,4.58E-07,2.76E-09,,,,,,,7.86E-10,9.53E-11,5.79E-06,5.42E-07,,
MCT2-3M,6/14/19,14:40,6.9,303,41,7.3,,2.76,0.36,2.41,0,0.0774,,0.0974,0.0005,,,,,,,2.79E-04,3.80E-06,3.69E-04,8.53E-06,,,1.56E-04,3.96E-06,1.61E-04,6.95E-07,8.47E-06,1.36E-07,,,,,2.48E-05,5.87E-07,1.41E-03,1.11E-05,1.89E-05,2.24E-07,,,,,,,7.41E-08,4.42E-09,2.65E-08,5.29E-10,,,2.72E-07,1.00E-08,,,6.91E-09,1.36E-09,1.35E-09,1.87E-10,2.31E-06,3.65E-08,,,7.31E-09,1.52E-09,,,,,,,,,,,7.19E-07,4.78E-09,,,,,,,1.63E-09,1.57E-10,6.92E-06,3.60E-07,,
MCT2-3M,6/24/19,13:30,6.82,315,33,11.1,,3.41,0.39,3.02,0.005,0.0948,,0.0778,0.0005,,,,,,,2.07E-04,2.76E-06,3.95E-04,9.42E-06,,,1.59E-04,5.04E-06,1.61E-04,1.40E-06,1.04E-05,1.58E-07,,,,,1.16E-05,2.54E-07,1.30E-03,1.37E-05,1.14E-05,1.38E-07,,,,,,,7.61E-08,5.58E-09,1.99E-08,6.73E-10,9.28E-09,2.35E-09,4.36E-07,9.68E-09,,,6.97E-09,1.47E-09,2.24E-09,2.05E-10,2.21E-06,1.59E-08,,,,,,,,,,,,,,,5.57E-07,8.09E-09,,,2.25E-09,1.98E-10,,,1.23E-09,2.08E-10,6.29E-06,3.96E-07,,
MCT2-3M,7/1/19,12:34,6.81,314,4,9.6,,3.53,0.43,3.11,0.0085,0.0712,,0.1039,0.0005,,,,,,,1.83E-04,4.14E-06,3.86E-04,1.02E-05,,,1.51E-04,5.96E-06,1.54E-04,1.12E-06,1.03E-05,2.29E-07,,,,,8.06E-06,2.09E-07,1.30E-03,1.92E-05,9.58E-06,8.66E-08,,,,,,,6.24E-08,3.83E-09,1.25E-08,5.27E-10,,,3.29E-07,1.36E-08,,,,,,,2.23E-06,2.66E-08,,,,,,,,,,,,,,,5.59E-07,5.03E-09,,,,,,,9.81E-10,8.28E-11,6.76E-06,6.98E-07,,
MCT2-3M,7/11/19,14:28,6.4,331,24,10,,5.16,0.46,4.7,0.0048,0.1135,,0.0514,0.0005,,,,,,,2.78E-04,6.53E-06,5.22E-04,1.51E-05,,,1.93E-04,5.92E-06,1.97E-04,1.54E-06,9.55E-06,1.44E-07,,,,,1.53E-05,2.99E-07,1.78E-03,2.15E-05,1.72E-05,2.21E-07,,,,,,,1.04E-07,4.07E-09,2.52E-08,1.05E-09,,,2.56E-07,9.72E-09,,,6.86E-09,1.58E-09,1.55E-09,2.45E-10,3.05E-06,3.58E-08,,,,,,,,,,,,,,,7.29E-07,4.31E-09,,,,,,,1.79E-09,2.44E-10,7.08E-06,3.41E-07,,
MCT2-3M,7/17/19,13:40,7.53,444,-88,12.4,,5.12,0.38,4.74,0.0085,0.4162,,0.1976,0.0005,5.81E-07,1.32E-07,,,,,2.82E-04,5.44E-06,4.65E-04,9.83E-06,,,1.78E-04,4.14E-06,1.85E-04,1.60E-06,1.97E-05,4.05E-07,,,,,1.73E-05,3.59E-07,2.12E-03,2.86E-05,8.34E-05,1.22E-06,,,,,,,3.56E-08,5.08E-09,3.20E-09,2.77E-10,,,2.70E-07,1.99E-08,,,,,3.04E-09,2.31E-10,3.26E-06,4.28E-08,,,1.02E-08,1.15E-09,,,,,5.76E-09,8.21E-10,,,,,1.60E-06,2.37E-08,,,,,,,9.83E-10,8.84E-11,9.55E-06,1.10E-06,,
MCT2-3M,9/24/19,,,,,,,3.86,0.33,3.53,0.0026,0.4344,,0.3761,,4.47E-07,5.69E-08,,,,,3.38E-04,9.37E-06,4.41E-04,1.11E-05,,,1.54E-04,4.04E-06,1.49E-04,1.61E-06,5.21E-06,1.23E-07,5.56E-09,2.26E-10,,,1.23E-05,3.05E-07,1.69E-03,1.53E-05,2.96E-05,3.26E-07,,,,,,,7.96E-08,3.36E-09,1.28E-08,4.96E-10,9.48E-09,9.88E-10,2.31E-07,1.63E-08,,,1.16E-08,5.02E-10,,,2.78E-06,3.21E-08,,,9.47E-09,8.85E-10,,,,,1.62E-08,4.33E-10,2.24E-08,7.64E-10,,,1.14E-06,9.57E-09,,,,,,,2.19E-09,4.25E-11,1.63E-05,2.57E-06,,
MCT2-3S,6/1/19,12:50,7,275,106,16.1,,2.58,0.51,2.07,0.0025,0.1832,,0.0565,0.0005,,,,,,,2.61E-04,6.14E-06,2.88E-04,7.52E-06,,,1.49E-04,4.86E-06,1.57E-04,1.07E-06,1.37E-05,2.54E-07,,,,,4.40E-06,9.42E-08,8.89E-04,7.40E-06,4.01E-06,3.61E-08,,,,,,,6.93E-08,4.31E-09,9.68E-09,1.67E-10,2.77E-08,2.61E-09,4.34E-07,1.46E-08,,,,,2.63E-09,2.64E-10,1.54E-06,8.98E-09,,,,,,,,,,,,,,,3.86E-07,4.80E-09,,,,,,,,,6.27E-06,5.25E-07,,
MCT2-3S,6/7/19,14:12,7.08,266,51,11.4,,2.53,0.43,2.11,0.0008,0.1043,,0.0741,0.0005,,,,,,,2.33E-04,3.01E-06,2.88E-04,7.72E-06,,,1.40E-04,2.59E-06,1.50E-04,1.21E-06,1.80E-05,3.26E-07,,,,,6.58E-06,1.40E-07,9.14E-04,1.21E-05,7.34E-06,8.17E-08,,,,,,,6.27E-08,5.29E-09,1.18E-08,7.41E-10,3.85E-08,3.59E-09,4.19E-07,1.80E-08,,,,,3.24E-09,2.77E-10,1.58E-06,2.00E-08,,,,,,,,,,,,,,,4.27E-07,7.01E-09,,,1.18E-09,1.46E-10,,,6.14E-10,2.02E-10,6.24E-06,3.83E-07,,
MCT2-3S,6/14/19,14:40,6.96,300,53,7.8,,2.86,0.37,2.49,0.0024,0.0924,,0.0744,0.0005,,,,,,,2.18E-04,1.50E-06,3.25E-04,4.50E-06,,,1.43E-04,2.43E-06,1.52E-04,1.35E-06,1.11E-05,2.15E-07,,,,,5.59E-06,8.62E-08,1.01E-03,7.08E-06,5.24E-06,7.43E-08,,,,,,,5.02E-08,4.87E-09,9.91E-09,4.67E-10,5.64E-09,2.76E-09,2.40E-07,1.16E-08,,,,,,,1.72E-06,1.98E-08,,,,,,,,,,,,,,,3.88E-07,3.04E-09,,,,,,,6.80E-10,1.40E-10,6.16E-06,3.57E-07,,
MCT2-3S,6/24/19,13:17,7.18,324,27,9.5,,3.77,0.41,3.36,0.0044,0.1126,,0.0545,0.0005,,,,,,,2.77E-04,2.44E-06,4.20E-04,5.46E-06,,,1.65E-04,3.44E-06,1.75E-04,9.46E-07,1.05E-05,1.56E-07,,,,,7.43E-06,1.09E-07,1.29E-03,1.45E-05,8.39E-06,1.24E-07,,,,,,,6.20E-08,5.23E-09,1.48E-08,7.65E-10,,,7.11E-07,2.06E-08,,,,,1.52E-09,3.22E-10,2.23E-06,3.64E-08,,,,,,,,,,,,,,,5.87E-07,1.00E-08,,,,,,,1.11E-09,1.22E-10,6.42E-06,3.99E-07,,
MCT2-3S,7/1/19,12:25,7.56,252,-68,8.3,,2.43,0.26,2.17,0.0036,0.055,,0.1263,0.0012,,,,,,,2.11E-04,4.79E-06,3.04E-04,7.85E-06,,,1.19E-04,2.89E-06,1.28E-04,1.03E-06,4.51E-05,8.79E-07,,,,,4.95E-06,6.54E-08,1.04E-03,8.43E-06,5.23E-06,8.22E-08,,,,,,,7.36E-08,5.10E-09,1.31E-08,6.18E-10,1.50E-07,2.88E-09,8.69E-07,1.23E-08,,,,,1.23E-08,3.71E-10,1.79E-06,3.89E-08,,,,,,,,,,,,,,,4.49E-07,3.88E-09,,,1.23E-09,2.73E-10,,,1.04E-09,1.23E-10,6.52E-06,5.83E-07,,
