Location ID,Depth Name,Depth_cm bgs,Other Name,Date,Time,water table depth_cm bgs,pH,EC_uS/cm,ORP_mV,DO_uM,Fe(II)_uM,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Li_M,sd_M,Be_M,sd_M,B_M,sd_M,Na_M,sd_M,Mg_M,sd_M,Al_M,sd_M,Si_M,sd_M,K_M,sd_M,V_M,sd_M,Cr_M,sd_M,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Se_M,sd_M,Ti_M,sd_M,Ni_M,sd_M,Co_M,sd_M,Cu_M,sd_M,Zn_M,sd_M,Ge_M,sd_M,Rb_M,sd_M,Sr_M,sd_M,Zr_M,sd_M,Mo_M,sd_M,Ag_M,sd_M,Cd_M,sd_M,Sn_M,sd_M,Sb_M,sd_M,Cs_M,sd_M,Ba_M,sd_M,Eu_M,sd_M,Pb_M,sd_M,Th_M,sd_M,U_M,sd_M,P_M,sd_M,As_M,sd_M
ER-MCB4,Shallow,70,MCT2-4-S,5/27/2018,14:10,,7.09,356,117,3.22,BDL,0.538,3.28,0.0012,0.3599,0.1155,BDL,3.67E-07,1.54E-08,BDL,BDL,5.80E-07,2.49E-08,2.06E-04,1.14E-06,3.07E-04,2.22E-06,3.50E-07,6.10E-08,1.68E-04,9.27E-07,5.68E-06,9.88E-08,2.30E-09,2.16E-10,5.75E-09,6.10E-10,3.23E-06,2.68E-08,1.07E-03,6.03E-06,3.81E-06,4.85E-08,BDL,BDL,BDL,BDL,5.27E-08,3.56E-09,7.14E-09,5.62E-10,1.89E-08,8.36E-10,1.10E-06,8.85E-09,BDL,BDL,1.61E-09,1.26E-10,1.89E-06,1.16E-08,BDL,BDL,4.33E-09,2.74E-10,BDL,BDL,BDL,BDL,9.43E-09,7.66E-10,BDL,BDL,BDL,BDL,5.43E-07,5.70E-09,1.36E-10,2.67E-11,BDL,BDL,BDL,BDL,1.94E-10,3.02E-11,7.17E-06,6.33E-07,1.07E-08,5.81E-10
ER-MCB4,Shallow,70,MCT2-4-S,5/31/2018,13:00,,7.39,343,50,,,0.384,3.663,BDL,0.3710,0.1112,0.0006,3.69E-07,2.18E-08,BDL,BDL,6.81E-07,3.03E-08,2.05E-04,2.70E-06,3.03E-04,1.36E-06,6.38E-07,6.14E-08,1.46E-04,8.19E-07,6.48E-06,1.50E-07,BDL,BDL,BDL,BDL,3.28E-07,3.55E-09,1.05E-03,4.03E-06,1.06E-07,1.02E-08,BDL,BDL,BDL,BDL,4.67E-08,1.73E-09,2.37E-09,2.56E-10,2.25E-08,1.17E-09,6.68E-07,1.56E-08,BDL,BDL,1.00E-09,1.02E-10,1.89E-06,1.03E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.17E-08,8.52E-10,BDL,BDL,BDL,BDL,4.48E-07,3.94E-09,1.27E-10,2.15E-11,BDL,BDL,BDL,BDL,BDL,BDL,6.39E-06,6.11E-07,2.83E-09,7.69E-10
ER-MCB4,Shallow,70,MCT2-4-S,6/5/2018,12:10,37,6.91,286,26,,,0.325,4.062,BDL,0.3765,0.1129,BDL,4.02E-07,2.50E-08,BDL,BDL,6.69E-07,2.72E-08,2.25E-04,2.93E-06,3.04E-04,2.09E-06,BDL,BDL,1.50E-04,6.21E-07,5.05E-06,1.17E-07,BDL,BDL,4.11E-09,1.21E-09,3.14E-07,3.20E-09,1.05E-03,2.64E-06,8.49E-08,1.48E-08,BDL,BDL,BDL,BDL,4.84E-08,1.73E-09,1.62E-09,2.32E-10,2.05E-08,1.41E-09,6.75E-07,7.57E-09,BDL,BDL,9.18E-10,1.16E-10,1.88E-06,1.45E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,4.72E-07,7.47E-09,1.15E-10,4.68E-11,BDL,BDL,BDL,BDL,BDL,BDL,6.51E-06,6.56E-07,2.59E-09,6.32E-10
ER-MCB4,Shallow,70,MCT2-4-S,6/7/2018,11:25,51,6.97,303,87,,,0.283,3.836,BDL,0.3763,0.1093,BDL,3.87E-07,3.43E-08,BDL,BDL,5.47E-07,1.21E-08,1.82E-04,1.27E-06,3.26E-04,9.64E-07,2.58E-07,6.38E-08,1.54E-04,2.72E-06,3.26E-06,7.21E-08,BDL,BDL,BDL,BDL,1.02E-06,8.60E-09,1.09E-03,4.23E-06,1.10E-06,5.82E-09,BDL,BDL,BDL,BDL,4.66E-08,2.10E-09,4.45E-09,3.21E-10,1.65E-08,5.73E-10,4.01E-07,6.57E-09,BDL,BDL,1.18E-09,2.65E-10,1.93E-06,1.48E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.07E-07,4.89E-09,1.08E-10,3.84E-11,BDL,BDL,BDL,BDL,BDL,BDL,6.39E-06,4.53E-07,4.42E-09,1.16E-09
ER-MCB4,Shallow,70,MCT2-4-S,6/9/2018,11:15,55,6.81,314,50,,,0.275,3.902,BDL,0.3776,0.1095,BDL,4.06E-07,1.94E-08,BDL,BDL,5.18E-07,1.26E-08,1.88E-04,2.48E-06,3.40E-04,7.33E-07,BDL,BDL,1.57E-04,7.72E-07,3.22E-06,7.72E-08,BDL,BDL,BDL,BDL,1.50E-06,1.88E-08,1.13E-03,3.67E-06,2.07E-06,1.56E-08,BDL,BDL,BDL,BDL,4.87E-08,1.95E-09,6.70E-09,3.34E-10,1.39E-08,1.11E-09,7.94E-07,6.08E-09,BDL,BDL,9.79E-10,1.62E-10,2.01E-06,6.56E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.31E-07,2.29E-09,1.46E-10,3.78E-11,BDL,BDL,BDL,BDL,BDL,BDL,6.50E-06,6.41E-07,4.67E-09,8.69E-10
ER-MCB1,Mid,100,MCT2-1-M,5/27/2018,17:39,,7.44,633,134,2.94,BDL,0.468,7.248,BDL,0.3971,0.1499,BDL,4.82E-07,2.80E-08,BDL,BDL,2.64E-07,2.55E-08,3.28E-04,3.84E-06,3.51E-04,2.07E-06,BDL,BDL,1.50E-04,1.07E-06,8.56E-06,1.47E-07,BDL,BDL,BDL,BDL,1.96E-06,2.86E-08,2.24E-03,5.52E-06,8.14E-07,1.04E-08,BDL,BDL,BDL,BDL,6.39E-08,1.45E-09,4.35E-09,4.87E-10,2.02E-08,7.68E-10,5.70E-07,6.82E-09,BDL,BDL,4.85E-09,2.17E-10,3.43E-06,1.95E-08,BDL,BDL,2.71E-08,4.75E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.87E-07,1.15E-08,1.24E-10,1.38E-11,5.77E-10,8.17E-11,BDL,BDL,5.81E-09,2.36E-10,6.72E-06,7.60E-07,6.36E-09,9.75E-10
ER-MCB1,Mid,100,MCT2-1-M,5/31/2018,15:05,,7.37,544,19,,,0.474,6.466,BDL,0.4135,0.1406,BDL,4.65E-07,4.11E-08,BDL,BDL,1.46E-07,1.03E-08,2.63E-04,1.67E-06,3.64E-04,7.84E-07,5.93E-07,8.14E-08,1.44E-04,1.03E-06,6.44E-06,1.04E-07,BDL,BDL,2.73E-09,2.28E-10,1.64E-06,1.32E-08,2.34E-03,6.18E-06,7.02E-07,1.10E-08,BDL,BDL,BDL,BDL,6.83E-08,2.32E-09,3.60E-09,2.52E-10,2.59E-08,1.04E-09,1.50E-06,1.47E-08,BDL,BDL,4.01E-09,1.08E-10,3.63E-06,2.49E-08,BDL,BDL,2.38E-08,8.95E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,6.25E-07,7.38E-09,1.30E-10,2.97E-11,BDL,BDL,BDL,BDL,5.86E-09,2.14E-10,7.74E-06,7.44E-07,5.99E-09,8.79E-10
ER-MCB1,Mid,100,MCT2-1-M,6/5/2018,14:20,47,7.2,492,28,,,0.462,6.752,BDL,0.4313,0.1540,BDL,4.72E-07,3.96E-08,BDL,BDL,1.75E-07,1.66E-08,2.82E-04,3.72E-06,3.75E-04,2.41E-06,2.43E-07,6.18E-08,1.50E-04,1.17E-06,6.66E-06,1.26E-07,2.19E-09,2.58E-10,2.39E-09,3.20E-10,2.40E-06,2.97E-08,2.44E-03,8.67E-06,1.40E-06,1.74E-08,BDL,BDL,4.84E-08,5.08E-09,6.93E-08,2.52E-09,4.78E-09,2.92E-10,2.12E-08,8.08E-10,2.75E-07,9.87E-09,BDL,BDL,4.33E-09,2.30E-10,3.63E-06,2.51E-08,BDL,BDL,2.51E-08,1.16E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,6.61E-07,8.10E-09,2.11E-10,4.14E-11,BDL,BDL,1.28E-10,7.76E-11,5.86E-09,9.62E-11,5.74E-06,7.12E-07,6.36E-09,1.06E-09
ER-MCB1,Mid,100,MCT2-1-M,6/7/2018,14:45,47,7.46,550,34,,,0.432,6.712,BDL,0.4435,0.1624,0.0006,4.48E-07,4.18E-08,BDL,BDL,1.38E-07,2.71E-08,2.73E-04,3.17E-06,3.57E-04,4.02E-06,4.78E-07,1.24E-07,1.50E-04,1.08E-06,6.64E-06,1.16E-07,1.64E-09,2.17E-10,BDL,BDL,1.33E-06,2.43E-08,2.29E-03,8.93E-06,4.06E-07,1.27E-08,BDL,BDL,4.53E-08,6.45E-09,5.76E-08,2.67E-09,3.76E-09,4.02E-10,1.25E-08,1.06E-09,4.61E-07,6.43E-09,BDL,BDL,3.91E-09,2.07E-10,3.41E-06,2.52E-08,BDL,BDL,2.54E-08,6.83E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,6.39E-07,1.11E-08,1.35E-10,2.89E-11,4.46E-10,8.39E-11,BDL,BDL,5.84E-09,1.56E-10,6.05E-06,8.60E-07,4.08E-09,9.61E-10
ER-MCB1,Mid,100,MCT2-1-M,6/9/2018,13:20,53,7.59,480,12,,,0.514,6.526,BDL,0.4558,0.1626,BDL,5.05E-07,2.05E-08,BDL,BDL,2.21E-07,3.17E-08,3.54E-04,5.45E-06,3.86E-04,3.84E-06,5.04E-07,7.42E-08,1.57E-04,2.61E-06,7.89E-06,1.30E-07,2.08E-09,2.18E-10,BDL,BDL,4.20E-06,5.08E-08,2.48E-03,1.08E-05,9.67E-07,1.53E-08,BDL,BDL,4.44E-08,5.34E-09,6.67E-08,3.45E-09,6.83E-09,2.89E-10,2.34E-08,9.09E-10,2.98E-07,9.69E-09,BDL,BDL,5.24E-09,2.54E-10,3.69E-06,1.71E-08,BDL,BDL,2.64E-08,1.68E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,6.82E-07,9.26E-09,1.65E-10,2.68E-11,4.60E-10,9.75E-11,BDL,BDL,6.00E-09,1.69E-10,6.55E-06,9.37E-07,6.94E-09,1.78E-09
ER-MCB2,Mid,85,MCT2-2-M,5/27/2018,15:45,,7.07,900,22,2.16,79.68,1.265,6.432,0.0149,0.4715,0.1765,BDL,3.63E-07,2.24E-08,BDL,BDL,6.38E-07,2.39E-08,5.87E-04,2.57E-06,5.53E-04,4.90E-06,1.26E-06,6.68E-08,1.93E-04,1.06E-06,2.56E-05,3.67E-07,7.01E-09,2.21E-10,6.21E-09,1.10E-09,2.67E-05,3.13E-07,1.70E-03,5.87E-06,8.89E-05,2.32E-07,BDL,BDL,6.00E-08,5.25E-09,1.19E-07,2.88E-09,3.60E-08,7.25E-10,6.05E-08,1.05E-09,1.76E-06,1.60E-08,BDL,BDL,9.51E-09,3.08E-10,2.75E-06,1.63E-08,BDL,BDL,3.95E-08,1.62E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.03E-06,1.21E-08,3.08E-10,3.75E-11,1.99E-09,1.71E-10,BDL,BDL,3.35E-09,1.53E-10,7.76E-06,6.44E-07,4.63E-08,2.30E-09
ER-MCB2,Mid,85,MCT2-2-M,5/31/2018,,,7.22,466,-9,,,1.304,6.234,0.0117,0.4743,0.1097,BDL,3.19E-07,2.51E-08,BDL,BDL,5.15E-07,9.93E-09,5.25E-04,3.44E-06,5.38E-04,4.09E-06,1.36E-06,5.99E-08,1.94E-04,9.54E-07,2.60E-05,4.00E-07,8.34E-09,4.98E-10,7.84E-09,3.36E-09,2.77E-05,2.63E-07,1.60E-03,6.76E-06,8.17E-05,4.20E-07,BDL,BDL,6.02E-08,1.11E-08,1.19E-07,2.46E-09,3.78E-08,6.66E-10,3.09E-08,1.64E-09,5.95E-07,5.09E-09,BDL,BDL,8.33E-09,3.08E-10,2.62E-06,1.97E-08,BDL,BDL,4.54E-08,5.30E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,9.17E-07,7.43E-09,3.06E-10,5.19E-11,2.25E-09,2.02E-10,BDL,BDL,3.10E-09,7.61E-11,7.36E-06,4.61E-07,5.31E-08,2.14E-09
ER-MCB2,Mid,85,MCT2-2-M,6/5/2018,13:45,-1,6.97,434,-19,,,1.271,6.566,0.0122,0.4606,0.1511,BDL,3.48E-07,1.76E-08,BDL,BDL,5.22E-07,2.09E-08,6.50E-04,6.86E-06,5.93E-04,8.04E-06,4.66E-07,6.99E-08,1.99E-04,2.00E-06,2.95E-05,5.34E-07,8.63E-09,3.19E-10,2.60E-09,3.91E-10,3.25E-05,3.11E-07,1.72E-03,1.15E-05,8.38E-05,7.20E-07,BDL,BDL,5.86E-08,7.32E-09,1.37E-07,5.11E-09,4.99E-08,1.28E-09,3.93E-08,1.45E-09,3.60E-07,1.14E-08,BDL,BDL,8.90E-09,4.25E-10,2.88E-06,1.29E-08,BDL,BDL,4.78E-08,1.44E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,9.78E-07,9.16E-09,3.71E-10,4.38E-11,1.78E-09,1.09E-10,BDL,BDL,3.69E-09,1.35E-10,7.84E-06,5.96E-07,6.08E-08,8.35E-10
ER-MCB2,Mid,85,MCT2-2-M,6/7/2018,14:00,-4,6.94,528,1,,,1.225,7.668,0.0119,0.4823,0.1862,BDL,3.82E-07,1.84E-08,BDL,BDL,7.19E-07,1.70E-08,5.76E-04,5.64E-06,5.99E-04,2.01E-06,3.66E-07,5.96E-08,1.77E-04,9.50E-07,2.59E-05,3.31E-07,5.29E-09,2.09E-10,BDL,BDL,3.03E-05,3.53E-07,1.75E-03,8.34E-06,8.86E-05,5.36E-07,BDL,BDL,4.71E-08,5.57E-09,1.23E-07,5.28E-09,4.79E-08,1.44E-09,2.28E-08,9.04E-10,2.93E-07,8.41E-09,BDL,BDL,8.04E-09,3.39E-10,2.93E-06,1.13E-08,BDL,BDL,2.51E-08,7.00E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.05E-06,8.00E-09,3.40E-10,5.10E-11,7.71E-10,8.55E-11,BDL,BDL,2.62E-09,7.10E-11,8.06E-06,8.35E-07,4.68E-08,2.13E-09
ER-MCB2,Mid,85,MCT2-2-M,6/9/2018,13:00,-16,7,407,-8,,,,,0.0125,0.4689,0.1901,BDL,4.14E-07,2.27E-08,BDL,BDL,7.37E-07,3.97E-08,6.14E-04,3.49E-06,7.29E-04,9.84E-06,4.45E-07,6.02E-08,1.85E-04,9.05E-07,2.62E-05,3.55E-07,5.97E-09,2.80E-10,3.36E-09,5.77E-10,3.71E-05,4.18E-07,2.14E-03,1.58E-05,1.17E-04,8.96E-07,BDL,BDL,5.40E-08,8.07E-09,1.49E-07,2.59E-09,6.10E-08,5.93E-10,2.42E-08,1.15E-09,3.24E-07,4.54E-09,BDL,BDL,8.40E-09,3.61E-10,3.60E-06,1.43E-08,BDL,BDL,2.12E-08,4.83E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.30E-06,1.68E-08,4.02E-10,3.65E-11,9.71E-10,1.28E-10,BDL,BDL,3.46E-09,8.36E-11,8.77E-06,1.01E-06,5.50E-08,1.91E-09
ER-MCB2,Mid,85,MCT2-2-M,6/12/2018,12:40,21,6.84,609,-28,,,1.111,8.631,0.0181,0.5228,0.1962,0.0005,BDL,BDL,BDL,BDL,8.80E-07,2.60E-08,6.24E-04,1.15E-05,7.99E-04,1.36E-05,BDL,BDL,1.68E-04,2.60E-06,2.53E-05,5.57E-07,6.92E-09,3.44E-10,4.06E-09,2.49E-10,4.39E-05,6.23E-07,2.35E-03,1.33E-05,1.53E-04,1.16E-06,BDL,BDL,BDL,BDL,1.65E-07,6.43E-09,6.86E-08,9.69E-10,4.14E-08,1.06E-09,BDL,BDL,BDL,BDL,8.76E-09,3.28E-10,3.95E-06,2.37E-08,BDL,BDL,1.55E-08,6.57E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.48E-06,9.38E-09,4.15E-10,4.08E-11,1.47E-09,1.09E-10,BDL,BDL,3.72E-09,1.11E-10,1.73E-05,7.10E-07,8.06E-08,3.18E-09
ER-MCB2,Mid,85,MCT2-2-M,6/14/2018,10:30,25,,716,28,,,1.201,9.657,0.0196,0.5415,0.1903,0.0006,BDL,BDL,BDL,BDL,9.39E-07,1.28E-07,6.56E-04,8.93E-06,8.80E-04,2.07E-05,BDL,BDL,1.96E-04,3.64E-06,2.38E-05,5.93E-07,7.12E-09,4.96E-10,2.89E-09,3.31E-10,4.97E-05,4.96E-07,2.63E-03,2.06E-05,2.12E-04,1.40E-06,BDL,BDL,BDL,BDL,1.43E-07,3.72E-09,6.36E-08,1.58E-09,2.07E-08,8.27E-10,BDL,BDL,BDL,BDL,8.76E-09,3.61E-10,4.43E-06,5.19E-08,BDL,BDL,1.84E-08,7.73E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.77E-06,1.45E-08,4.29E-10,6.60E-11,8.34E-10,1.01E-10,BDL,BDL,3.59E-09,7.80E-11,1.69E-05,9.58E-07,8.32E-08,1.64E-09
ER-MCB2,Mid,85,MCT2-2-M,6/19/2018,13:30,24,,681,-45,,,1.032,8.011,0.0192,0.5223,0.1976,BDL,BDL,BDL,BDL,BDL,9.44E-07,1.71E-08,6.42E-04,5.77E-06,7.34E-04,1.49E-05,BDL,BDL,1.82E-04,2.15E-06,2.25E-05,5.28E-07,5.65E-09,3.55E-10,BDL,BDL,3.97E-05,3.94E-07,2.23E-03,1.57E-05,1.83E-04,1.39E-06,BDL,BDL,BDL,BDL,1.15E-07,5.14E-09,4.25E-08,1.05E-09,1.91E-08,7.47E-10,BDL,BDL,BDL,BDL,8.99E-09,4.22E-10,3.68E-06,2.89E-08,BDL,BDL,1.53E-08,5.13E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.54E-06,6.14E-09,3.70E-10,2.44E-11,6.13E-10,5.30E-11,BDL,BDL,2.21E-09,3.67E-11,1.62E-05,1.01E-06,7.63E-08,3.73E-09
ER-MCB2,Mid,85,MCT2-2-M,6/21/2018,11:35,,,727,-51,,,1.051,8.516,0.0202,0.5256,0.1779,0.0005,BDL,BDL,BDL,BDL,8.68E-07,2.34E-08,6.29E-04,1.71E-05,7.11E-04,9.26E-06,BDL,BDL,1.91E-04,1.78E-06,2.23E-05,4.93E-07,6.17E-09,4.38E-10,2.20E-09,2.22E-10,3.91E-05,4.62E-07,2.15E-03,1.30E-05,2.02E-04,1.76E-06,BDL,BDL,BDL,BDL,9.57E-08,2.49E-09,3.45E-08,9.02E-10,1.75E-08,9.57E-10,BDL,BDL,BDL,BDL,8.99E-09,2.58E-10,3.60E-06,1.40E-08,BDL,BDL,1.79E-08,1.19E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.54E-06,1.52E-08,3.70E-10,2.02E-11,6.81E-10,8.00E-11,BDL,BDL,2.01E-09,8.99E-11,1.44E-05,8.06E-07,7.35E-08,2.67E-09
ER-MCB2,Mid,85,MCT2-2-M,6/27/2018,11:10,,7.14,565,-51,,,0.757,6.175,0.0217,0.4300,0.1988,BDL,3.80E-07,3.20E-08,BDL,BDL,6.34E-07,2.79E-08,4.11E-04,7.92E-06,4.18E-04,2.05E-06,BDL,BDL,1.89E-04,9.95E-07,2.08E-05,3.13E-07,BDL,BDL,BDL,BDL,2.49E-05,2.47E-07,1.41E-03,3.25E-06,6.70E-05,2.97E-07,BDL,BDL,BDL,BDL,3.50E-08,1.56E-09,1.30E-08,6.66E-10,4.26E-09,5.93E-10,BDL,BDL,BDL,BDL,5.23E-09,1.49E-10,2.25E-06,4.51E-09,BDL,BDL,2.29E-08,1.01E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,8.72E-07,8.69E-09,1.54E-10,2.89E-11,BDL,BDL,BDL,BDL,1.05E-09,5.24E-11,1.10E-05,1.05E-06,2.62E-08,1.46E-09
ER-MCB2,Mid,85,MCT2-2-M,6/29/2018,12:10,,7.39,507,78,,,0.761,6.534,0.0220,0.4366,0.1856,BDL,5.12E-07,8.09E-08,BDL,BDL,6.01E-07,2.31E-08,5.41E-04,1.08E-05,5.92E-04,4.23E-06,BDL,BDL,1.89E-04,7.68E-07,2.89E-05,4.74E-07,2.41E-09,4.98E-10,BDL,BDL,3.29E-05,4.53E-07,2.02E-03,4.02E-06,7.65E-05,3.76E-07,BDL,BDL,BDL,BDL,5.57E-08,3.92E-09,1.73E-08,6.92E-10,6.13E-09,7.91E-10,BDL,BDL,BDL,BDL,8.73E-09,2.48E-10,3.21E-06,2.32E-08,BDL,BDL,2.39E-08,1.19E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.23E-06,1.05E-08,1.90E-10,2.38E-11,BDL,BDL,BDL,BDL,1.43E-09,7.88E-11,9.69E-06,7.50E-07,4.37E-08,3.90E-09
ER-MCB2,Mid,85,MCT2-2-M,7/6/2018,11:10,43,7.02,505,-88,,,0.811,6.241,0.0233,0.4201,0.1578,BDL,4.18E-07,3.58E-08,BDL,BDL,5.82E-07,3.14E-08,4.33E-04,8.12E-06,4.48E-04,3.54E-06,BDL,BDL,1.97E-04,1.46E-06,2.21E-05,2.97E-07,BDL,BDL,BDL,BDL,2.50E-05,2.16E-07,1.49E-03,3.24E-06,4.94E-05,1.28E-07,BDL,BDL,BDL,BDL,4.40E-08,2.10E-09,1.45E-08,6.46E-10,7.07E-09,1.14E-09,BDL,BDL,BDL,BDL,6.16E-09,2.79E-10,2.36E-06,1.34E-08,BDL,BDL,2.44E-08,1.05E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,8.80E-07,4.36E-09,1.43E-10,3.82E-11,BDL,BDL,BDL,BDL,1.57E-09,1.34E-10,9.15E-06,6.18E-07,3.00E-08,2.71E-09
ER-MCB2,Mid,85,MCT2-2-M,7/10/2018,10:45,7,6.83,521,-107,,,0.822,6.931,0.0254,0.4266,0.0865,BDL,5.45E-07,4.42E-08,BDL,BDL,5.86E-07,2.30E-08,6.36E-04,1.60E-05,6.98E-04,4.70E-06,BDL,BDL,2.04E-04,1.25E-06,3.54E-05,4.67E-07,4.46E-09,5.41E-10,BDL,BDL,3.78E-05,4.61E-07,2.36E-03,1.04E-05,1.52E-04,4.93E-07,BDL,BDL,BDL,BDL,7.09E-08,1.25E-09,2.11E-08,1.18E-09,1.08E-08,5.57E-10,BDL,BDL,9.32E-10,3.36E-10,1.22E-08,7.28E-10,3.78E-06,2.04E-08,BDL,BDL,2.56E-08,1.07E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.52E-06,8.67E-09,2.80E-10,6.90E-11,7.03E-10,7.02E-11,BDL,BDL,2.28E-09,9.51E-11,8.07E-06,1.87E-07,6.01E-08,2.65E-09
ER-MCB2,Mid,85,MCT2-2-M,7/12/2018,10:55,5,6.79,516,-103,,,0.773,6.985,0.0261,0.4274,0.0697,BDL,5.43E-07,4.03E-08,1.49E-07,9.11E-08,BDL,BDL,5.81E-04,8.06E-06,6.16E-04,1.20E-05,2.60E-06,9.45E-08,2.11E-04,4.33E-06,2.31E-05,3.08E-07,6.13E-09,1.12E-10,2.04E-08,5.89E-10,3.00E-05,1.44E-07,1.98E-03,4.74E-05,1.74E-04,2.24E-06,9.60E-08,7.88E-09,BDL,BDL,8.31E-08,1.86E-09,2.09E-08,6.08E-10,1.54E-08,1.34E-09,2.99E-07,1.35E-08,1.25E-09,3.31E-10,1.07E-08,2.02E-10,3.53E-06,4.04E-08,2.13E-09,3.92E-10,2.61E-08,1.57E-09,BDL,BDL,1.56E-09,9.18E-10,BDL,BDL,BDL,BDL,1.79E-10,8.57E-11,1.32E-06,1.12E-08,4.68E-10,7.30E-11,7.38E-10,2.36E-10,1.66E-10,7.08E-11,3.14E-09,1.26E-10,9.34E-06,1.91E-07,7.33E-08,5.76E-09
ER-MCB2,Mid,85,MCT2-2-M,7/17/2018,10:10,44,6.9,529,-94,,,0.794,6.664,0.0268,0.4318,0.0645,BDL,5.19E-07,6.50E-08,1.02E-07,3.37E-08,BDL,BDL,5.24E-04,4.64E-06,5.72E-04,8.42E-06,2.72E-06,8.60E-08,2.17E-04,5.88E-06,2.29E-05,4.67E-07,4.97E-09,2.56E-10,1.11E-08,3.15E-10,3.03E-05,3.31E-07,1.88E-03,1.81E-05,1.54E-04,2.46E-06,BDL,BDL,BDL,BDL,5.69E-08,1.57E-09,1.50E-08,3.54E-10,1.13E-08,9.97E-10,2.81E-07,7.78E-09,1.24E-09,2.13E-10,9.54E-09,5.27E-10,3.37E-06,6.22E-08,BDL,BDL,2.75E-08,9.62E-10,BDL,BDL,1.28E-09,4.69E-10,BDL,BDL,BDL,BDL,1.11E-10,3.37E-11,1.30E-06,1.10E-08,3.70E-10,2.98E-11,6.25E-10,7.84E-11,BDL,BDL,1.91E-09,1.18E-10,8.89E-06,2.11E-07,6.96E-08,1.83E-09
ER-MCB2,Mid,85,MCT2-2-M,7/21/2018,11:10,49,6.81,520,-91,,,0.748,6.607,0.0255,0.4311,0.0622,BDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER-MCB3,Mid,95,MCT2-3-M,5/27/2018,16:45,,7.24,426,103,2.81,11.28,0.898,4.713,0.0041,0.4299,0.1537,BDL,4.37E-07,4.07E-08,BDL,BDL,7.32E-07,2.20E-08,8.39E-04,1.60E-05,3.88E-04,7.25E-06,BDL,BDL,1.80E-04,3.17E-06,1.31E-05,3.19E-07,BDL,BDL,BDL,BDL,1.39E-05,1.75E-07,1.38E-03,1.76E-05,1.57E-05,1.23E-07,BDL,BDL,BDL,BDL,7.48E-08,2.46E-09,1.78E-08,5.66E-10,BDL,BDL,5.64E-07,1.44E-08,BDL,BDL,BDL,BDL,2.20E-06,1.08E-08,BDL,BDL,1.05E-08,8.23E-10,BDL,BDL,BDL,BDL,9.59E-09,4.04E-10,BDL,BDL,BDL,BDL,6.82E-07,7.63E-09,1.15E-10,4.75E-11,BDL,BDL,BDL,BDL,2.44E-09,1.13E-10,1.06E-05,4.42E-07,9.31E-09,1.16E-09
