Location ID,Depth Name,Depth_cm bgs,Other Name,Date,Time,water table depth_cm bgs,pH,EC_uS/cm,ORP_mV,DO_uM,Fe(II)_uM,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Li_M,sd_M,Be_M,sd_M,B_M,sd_M,Na_M,sd_M,Mg_M,sd_M,Al_M,sd_M,Si_M,sd_M,K_M,sd_M,V_M,sd_M,Cr_M,sd_M,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Se_M,sd_M,Ti_M,sd_M,Ni_M,sd_M,Co_M,sd_M,Cu_M,sd_M,Zn_M,sd_M,Ge_M,sd_M,Rb_M,sd_M,Sr_M,sd_M,Zr_M,sd_M,Mo_M,sd_M,Ag_M,sd_M,Cd_M,sd_M,Sn_M,sd_M,Sb_M,sd_M,Cs_M,sd_M,Ba_M,sd_M,Eu_M,sd_M,Pb_M,sd_M,Th_M,sd_M,U_M,sd_M,P_M,sd_M,As_M,sd_M
ER-MCP3,,,MCP-3,6/7/2018,10:30,10,7.41,532,-19,,,0.303,4.162,0.0044,0.0782,0.3339,BDL,3.35E-07,6.02E-09,BDL,BDL,2.18E-07,7.98E-09,1.94E-04,2.56E-06,3.60E-04,3.14E-06,BDL,BDL,1.65E-04,1.76E-06,1.26E-05,3.00E-07,2.23E-09,2.38E-10,BDL,BDL,2.73E-05,3.67E-07,1.37E-03,3.52E-06,1.14E-04,7.16E-07,BDL,BDL,BDL,BDL,1.95E-08,1.00E-09,9.94E-10,2.82E-10,BDL,BDL,4.36E-07,4.89E-09,BDL,BDL,5.13E-09,3.19E-10,2.09E-06,1.37E-08,BDL,BDL,1.33E-08,8.75E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.53E-06,1.63E-08,2.99E-10,5.18E-11,BDL,BDL,BDL,BDL,2.07E-10,3.40E-11,1.05E-05,1.62E-06,6.15E-09,4.65E-10
ER-MCP3,,,MCP-3,6/9/2018,10:45,19,7.44,420,-23,,,0.339,,0.0332,,,,3.89E-07,1.34E-08,BDL,BDL,2.38E-07,2.10E-08,2.02E-04,2.90E-06,3.79E-04,1.78E-06,1.18E-07,6.08E-08,1.69E-04,1.05E-06,1.31E-05,2.14E-07,2.72E-09,3.26E-10,BDL,BDL,2.88E-05,3.00E-07,1.45E-03,1.88E-05,1.51E-04,1.89E-06,BDL,BDL,BDL,BDL,2.19E-08,3.35E-09,BDL,BDL,7.99E-09,1.07E-09,5.99E-07,1.55E-08,BDL,BDL,5.53E-09,3.55E-10,2.21E-06,2.36E-08,BDL,BDL,1.38E-08,8.17E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.61E-06,2.08E-08,3.21E-10,3.77E-11,BDL,BDL,BDL,BDL,1.88E-10,3.99E-11,9.49E-06,1.37E-06,7.61E-09,1.30E-09
ER-MCP3,,,MCP-3,6/12/2018,10:25,25,7.09,633,-36,,,0.312,3.551,0.0030,0.0769,0.3241,BDL,BDL,BDL,BDL,BDL,1.78E-07,1.62E-08,1.83E-04,8.80E-07,3.33E-04,1.21E-05,BDL,BDL,1.52E-04,3.63E-06,1.48E-05,3.43E-07,2.90E-09,2.09E-10,BDL,BDL,2.95E-05,2.72E-07,1.34E-03,8.21E-06,1.57E-04,6.94E-07,BDL,BDL,BDL,BDL,2.58E-08,1.38E-09,1.17E-09,1.10E-10,6.31E-09,5.93E-10,3.00E-07,7.43E-09,BDL,BDL,5.69E-09,3.96E-10,2.13E-06,9.02E-09,BDL,BDL,1.42E-08,1.21E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.65E-06,1.83E-08,3.53E-10,1.53E-11,BDL,BDL,BDL,BDL,1.92E-10,3.92E-11,1.92E-05,2.05E-06,1.90E-08,1.36E-09
ER-MCP3,,,MCP-3,6/14/2018,9:20,32,,345,-2,,,0.346,3.52,0.0032,0.0795,0.3276,BDL,BDL,BDL,BDL,BDL,1.85E-07,1.56E-08,1.81E-04,1.27E-06,3.29E-04,1.17E-05,BDL,BDL,1.48E-04,3.15E-06,1.36E-05,3.92E-07,3.16E-09,1.13E-10,1.96E-09,4.83E-10,2.88E-05,3.49E-07,1.33E-03,3.25E-06,1.55E-04,9.07E-07,BDL,BDL,BDL,BDL,2.58E-08,2.51E-09,1.16E-09,1.73E-10,8.11E-09,7.89E-10,3.01E-07,8.44E-09,BDL,BDL,6.14E-09,4.77E-10,2.09E-06,6.78E-09,BDL,BDL,1.32E-08,7.82E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.60E-06,2.49E-08,3.65E-10,3.47E-11,BDL,BDL,BDL,BDL,1.70E-10,2.69E-11,1.86E-05,1.99E-06,1.86E-08,1.92E-09
ER-MCP3,,,MCP-3,6/19/2018,11:20,29,,423,-52,,,0.334,3.618,0.0033,0.0879,0.3311,BDL,BDL,BDL,BDL,BDL,1.71E-07,1.09E-08,1.87E-04,1.28E-06,3.47E-04,1.11E-05,BDL,BDL,1.57E-04,3.11E-06,1.19E-05,3.41E-07,3.16E-09,2.15E-10,2.87E-09,3.98E-10,3.08E-05,2.47E-07,1.41E-03,3.20E-06,1.65E-04,7.65E-07,BDL,BDL,BDL,BDL,2.58E-08,1.53E-09,1.14E-09,1.06E-10,BDL,BDL,2.83E-07,7.77E-09,BDL,BDL,5.52E-09,2.15E-10,2.20E-06,2.66E-08,BDL,BDL,1.43E-08,3.98E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.72E-06,1.66E-08,3.46E-10,5.12E-11,BDL,BDL,BDL,BDL,1.86E-10,2.65E-11,1.96E-05,2.21E-06,1.82E-08,1.88E-09
ER-MCP3,,,MCP-3,6/21/2018,10:40,,,388,-79,,,0.333,3.591,0.0032,0.0970,0.3365,BDL,BDL,BDL,BDL,BDL,2.24E-07,6.08E-09,1.87E-04,1.27E-06,3.50E-04,1.05E-05,BDL,BDL,1.58E-04,3.24E-06,1.18E-05,2.98E-07,3.04E-09,3.04E-10,BDL,BDL,3.08E-05,1.85E-07,1.41E-03,1.12E-05,1.65E-04,1.32E-06,BDL,BDL,BDL,BDL,2.56E-08,2.30E-09,1.28E-09,1.21E-10,BDL,BDL,3.50E-07,9.04E-09,BDL,BDL,5.72E-09,1.21E-10,2.21E-06,1.29E-08,BDL,BDL,1.45E-08,6.15E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.71E-06,9.93E-09,3.78E-10,3.20E-11,BDL,BDL,BDL,BDL,2.09E-10,3.33E-11,1.99E-05,2.21E-06,2.01E-08,1.37E-09
ER-MCP3,,,MCP-3,6/27/2018,10:10,,7.32,430,-42,,,0.338,3.588,0.0037,0.1207,0.3423,BDL,4.21E-07,4.73E-08,BDL,BDL,BDL,BDL,2.14E-04,9.09E-06,4.52E-04,2.25E-06,BDL,BDL,1.68E-04,5.65E-07,2.34E-05,4.34E-07,3.86E-09,5.06E-10,BDL,BDL,3.63E-05,4.86E-07,1.95E-03,8.88E-06,1.20E-04,6.05E-07,BDL,BDL,BDL,BDL,2.53E-08,7.09E-10,9.92E-10,3.86E-10,BDL,BDL,4.91E-07,8.81E-09,BDL,BDL,7.70E-09,4.82E-10,2.73E-06,2.05E-08,BDL,BDL,1.51E-08,7.18E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.04E-06,1.76E-08,3.85E-10,3.23E-11,BDL,BDL,BDL,BDL,2.03E-10,2.31E-11,1.42E-05,1.36E-06,9.16E-09,1.73E-09
ER-MCP3,,,MCP-3,6/29/2018,10:55,,7.27,373,39,,,0.337,3.749,0.0037,0.1255,0.3466,BDL,2.81E-07,1.56E-08,BDL,BDL,BDL,BDL,1.38E-04,2.90E-06,2.71E-04,3.08E-06,BDL,BDL,1.60E-04,1.64E-06,1.57E-05,2.25E-07,BDL,BDL,BDL,BDL,2.18E-05,2.37E-07,1.12E-03,2.75E-06,3.37E-05,1.64E-07,BDL,BDL,BDL,BDL,1.32E-08,9.81E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,4.34E-09,2.29E-10,1.58E-06,7.80E-09,BDL,BDL,1.32E-08,7.57E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.09E-06,3.30E-09,2.06E-10,5.98E-11,BDL,BDL,BDL,BDL,1.53E-10,2.36E-11,1.51E-05,1.95E-06,2.87E-09,7.53E-10
ER-MCP3,,,MCP-3,7/2/2018,11:30,,7.18,389,-84,,,0.373,3.886,0.0039,0.1397,0.3460,BDL,4.19E-07,2.03E-08,BDL,BDL,BDL,BDL,2.13E-04,8.08E-06,4.52E-04,3.01E-06,BDL,BDL,1.67E-04,1.06E-06,2.28E-05,3.32E-07,3.81E-09,3.59E-10,BDL,BDL,3.65E-05,3.60E-07,1.97E-03,9.68E-06,1.27E-04,1.04E-06,BDL,BDL,BDL,BDL,2.38E-08,2.02E-09,1.22E-09,3.29E-10,3.46E-09,4.42E-10,5.41E-07,1.40E-08,BDL,BDL,7.78E-09,4.11E-10,2.79E-06,2.67E-08,BDL,BDL,1.49E-08,7.20E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.08E-06,2.54E-08,4.03E-10,6.64E-11,BDL,BDL,BDL,BDL,2.03E-10,2.29E-11,1.20E-05,9.85E-07,9.54E-09,6.68E-10
ER-MCP3,,,MCP-3,7/6/2018,10:10,56,7.04,392,-86,,,0.352,3.827,0.0037,0.1839,0.3609,BDL,3.37E-07,4.04E-08,BDL,BDL,BDL,BDL,1.62E-04,4.65E-06,3.43E-04,4.77E-06,BDL,BDL,1.64E-04,2.21E-06,1.85E-05,2.63E-07,2.67E-09,3.09E-10,BDL,BDL,2.79E-05,2.86E-07,1.45E-03,8.94E-06,9.27E-05,7.91E-07,BDL,BDL,BDL,BDL,1.74E-08,6.80E-10,BDL,BDL,7.13E-09,1.03E-09,3.66E-07,1.06E-08,BDL,BDL,5.53E-09,3.41E-10,2.04E-06,1.79E-08,BDL,BDL,1.42E-08,7.40E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.50E-06,1.01E-08,2.44E-10,6.21E-11,BDL,BDL,BDL,BDL,1.95E-10,4.23E-11,1.38E-05,1.73E-06,6.27E-09,1.24E-09
ER-MCP3,,,MCP-3,7/10/2018,9:40,56,6.87,409,-90,,,0.355,4.102,0.0038,0.2107,0.3530,BDL,3.74E-07,4.42E-08,BDL,BDL,BDL,BDL,1.66E-04,3.59E-06,3.63E-04,3.46E-06,7.54E-07,5.90E-08,1.67E-04,1.46E-06,1.79E-05,2.72E-07,2.54E-09,4.14E-10,BDL,BDL,2.93E-05,2.32E-07,1.56E-03,4.85E-06,4.10E-05,1.36E-07,BDL,BDL,BDL,BDL,1.82E-08,2.34E-09,BDL,BDL,BDL,BDL,3.09E-07,9.59E-09,BDL,BDL,5.41E-09,2.72E-10,2.15E-06,1.36E-08,BDL,BDL,1.35E-08,7.26E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.51E-06,1.34E-08,2.39E-10,6.59E-11,BDL,BDL,BDL,BDL,1.95E-10,4.45E-11,1.38E-05,1.50E-06,4.51E-09,9.61E-10
ER-MCP3,,,MCP-3,7/12/2018,10:05,54,6.9,396,-91,,,0.414,3.805,0.0042,0.2239,0.3413,BDL,4.24E-07,3.34E-08,BDL,BDL,BDL,BDL,1.97E-04,2.53E-06,3.52E-04,4.67E-06,5.94E-07,1.93E-07,1.69E-04,3.81E-06,1.32E-05,2.36E-07,3.63E-09,2.61E-10,BDL,BDL,2.85E-05,1.11E-07,1.41E-03,1.38E-05,1.23E-04,1.26E-06,BDL,BDL,BDL,BDL,1.78E-08,1.77E-09,1.36E-09,2.79E-10,BDL,BDL,6.19E-07,1.49E-08,BDL,BDL,6.70E-09,3.87E-10,2.39E-06,3.65E-08,BDL,BDL,1.45E-08,8.51E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.74E-06,6.96E-09,4.03E-10,4.84E-11,BDL,BDL,BDL,BDL,1.56E-10,2.33E-11,1.91E-05,2.18E-06,1.30E-08,2.14E-09
ER-MCP3,,,MCP-3,7/17/2018,9:15,56,6.97,434,-94,,,0.411,4.046,0.0042,0.2598,0.3277,BDL,4.26E-07,2.92E-08,BDL,BDL,BDL,BDL,2.05E-04,4.70E-06,3.82E-04,8.51E-06,BDL,BDL,1.70E-04,4.26E-06,1.39E-05,1.58E-07,4.98E-09,2.24E-10,BDL,BDL,3.23E-05,1.95E-07,1.59E-03,1.69E-05,1.69E-04,2.32E-06,BDL,BDL,BDL,BDL,2.01E-08,1.25E-09,1.60E-09,2.61E-10,BDL,BDL,7.04E-07,9.08E-09,BDL,BDL,6.85E-09,2.18E-10,2.58E-06,3.16E-08,BDL,BDL,1.56E-08,8.57E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.92E-06,2.50E-08,5.04E-10,7.79E-11,BDL,BDL,BDL,BDL,2.31E-10,3.40E-11,1.76E-05,2.11E-06,1.57E-08,9.33E-10
ER-MCP3,,,MCP-3,7/21/2018,10:05,63,6.96,427,-93,,,0.429,4.283,0.0044,0.2892,0.2938,BDL,4.72E-07,7.51E-08,BDL,BDL,BDL,BDL,1.97E-04,5.20E-06,3.45E-04,1.13E-05,1.18E-07,8.04E-08,1.67E-04,6.07E-06,1.41E-05,2.11E-07,2.66E-09,6.39E-10,BDL,BDL,2.98E-05,2.87E-07,1.49E-03,2.09E-05,1.23E-04,2.11E-06,BDL,BDL,BDL,BDL,1.72E-08,3.60E-09,1.27E-09,2.48E-10,BDL,BDL,5.90E-07,1.72E-08,BDL,BDL,6.76E-09,1.98E-10,2.35E-06,1.86E-08,BDL,BDL,1.41E-08,5.72E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.75E-06,1.81E-08,4.31E-10,5.40E-11,BDL,BDL,BDL,BDL,2.17E-10,3.48E-11,1.62E-05,1.66E-06,1.36E-08,9.93E-10
ER-MCP3,,,MCP-3,7/24/2018,10:40,66,6.81,435,-93,,,0.455,4.572,0.0046,0.3086,0.2674,BDL,4.62E-07,7.93E-08,BDL,BDL,BDL,BDL,2.04E-04,2.96E-06,3.68E-04,6.35E-06,BDL,BDL,1.66E-04,3.19E-06,1.65E-05,2.10E-07,2.82E-09,2.72E-10,BDL,BDL,3.27E-05,3.69E-07,1.63E-03,2.05E-05,1.67E-04,1.53E-06,BDL,BDL,BDL,BDL,2.42E-08,1.35E-09,1.45E-09,2.51E-10,7.05E-09,1.03E-09,6.14E-07,1.74E-08,BDL,BDL,7.69E-09,2.69E-10,2.55E-06,2.48E-08,BDL,BDL,1.51E-08,1.24E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.91E-06,1.11E-08,4.07E-10,4.67E-11,BDL,BDL,BDL,BDL,2.66E-10,3.82E-11,1.45E-05,1.52E-06,1.43E-08,1.48E-09
ER-MCP3,,,MCP-3,7/27/2018,10:20,71,6.94,447,-101,BDL,,0.449,4.661,0.0045,0.3237,0.2439,BDL,4.96E-07,4.09E-08,BDL,BDL,BDL,BDL,2.05E-04,3.71E-06,3.91E-04,9.61E-06,BDL,BDL,1.72E-04,5.04E-06,1.46E-05,2.16E-07,3.04E-09,3.01E-10,BDL,BDL,3.40E-05,4.42E-07,1.71E-03,3.28E-05,1.88E-04,2.95E-06,BDL,BDL,BDL,BDL,1.96E-08,2.51E-09,1.42E-09,1.76E-10,BDL,BDL,6.08E-07,1.48E-08,BDL,BDL,6.91E-09,2.73E-10,2.64E-06,3.51E-08,BDL,BDL,1.50E-08,5.37E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.99E-06,1.60E-08,4.53E-10,8.61E-11,BDL,BDL,BDL,BDL,2.60E-10,4.62E-11,1.38E-05,1.29E-06,1.60E-08,1.13E-09
ER-MCP3,,,MCP-3,7/30/2018,10:15,67,6.87,447,-103,0.84,,0.454,4.767,0.0044,0.3356,0.2168,BDL,4.59E-07,4.90E-08,BDL,BDL,BDL,BDL,2.10E-04,4.92E-06,4.06E-04,9.36E-06,BDL,BDL,1.72E-04,5.53E-06,1.49E-05,2.51E-07,3.55E-09,2.67E-10,BDL,BDL,3.58E-05,3.90E-07,1.80E-03,3.15E-05,2.18E-04,3.51E-06,BDL,BDL,BDL,BDL,2.15E-08,2.61E-09,1.61E-09,2.86E-10,BDL,BDL,7.20E-07,6.82E-09,BDL,BDL,6.98E-09,2.38E-10,2.82E-06,4.51E-08,BDL,BDL,1.55E-08,1.02E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.12E-06,2.33E-08,5.14E-10,4.90E-11,BDL,BDL,BDL,BDL,3.06E-10,4.06E-11,1.32E-05,1.14E-06,1.73E-08,2.41E-09
ER-MCP3,,,MCP-3,8/2/2018,10:10,72,6.94,446,-94,BDL,,0.474,4.196,0.0060,0.3727,0.1961,BDL,4.12E-07,5.91E-08,BDL,BDL,BDL,BDL,2.13E-04,5.25E-06,4.24E-04,5.37E-06,2.79E-06,8.54E-08,1.71E-04,4.74E-06,1.60E-05,2.09E-07,4.23E-09,1.22E-10,1.58E-08,2.77E-10,3.51E-05,2.68E-07,1.68E-03,2.21E-05,2.02E-04,3.00E-06,BDL,BDL,BDL,BDL,4.81E-08,8.41E-10,3.93E-09,2.19E-10,9.25E-09,7.81E-10,8.68E-07,1.24E-08,BDL,BDL,7.47E-09,3.05E-10,2.84E-06,2.86E-08,BDL,BDL,1.63E-08,7.60E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.09E-06,1.81E-08,4.93E-10,5.82E-11,BDL,BDL,BDL,BDL,3.70E-10,5.52E-11,1.22E-05,1.25E-06,1.78E-08,1.23E-09
ER-MCP3,,,MCP-3,8/9/2018,15:15,82,6.96,468,-88,,,0.595,4.089,0.0052,0.3159,0.1648,BDL,4.53E-07,7.13E-08,BDL,BDL,BDL,BDL,2.14E-04,2.69E-06,4.19E-04,8.65E-06,2.16E-06,1.02E-07,1.73E-04,5.82E-06,1.66E-05,2.01E-07,4.10E-09,1.83E-10,9.86E-09,5.81E-10,3.49E-05,2.71E-07,1.71E-03,2.25E-05,2.07E-04,2.17E-06,BDL,BDL,BDL,BDL,4.08E-08,2.20E-09,3.83E-09,4.70E-10,6.86E-09,1.03E-09,7.64E-07,1.92E-08,BDL,BDL,7.54E-09,1.62E-10,2.79E-06,1.83E-08,BDL,BDL,1.57E-08,6.62E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.08E-06,1.49E-08,5.10E-10,7.18E-11,BDL,BDL,BDL,BDL,3.49E-10,4.30E-11,1.08E-05,9.06E-07,1.72E-08,1.19E-09
ER-MCP3,,,MCP-3,8/25/2018,,,,,,,,0.458,4.457,0.0056,0.3188,0.1397,BDL,4.29E-07,3.58E-08,BDL,BDL,BDL,BDL,2.17E-04,2.77E-06,4.12E-04,1.13E-05,1.93E-06,7.62E-08,1.72E-04,5.73E-06,1.59E-05,4.58E-07,3.97E-09,2.40E-10,1.05E-08,1.24E-09,3.40E-05,3.30E-07,1.68E-03,2.13E-05,1.93E-04,2.89E-06,BDL,BDL,BDL,BDL,4.09E-08,2.37E-09,3.76E-09,1.94E-10,1.65E-08,9.43E-10,7.81E-07,8.30E-09,BDL,BDL,7.45E-09,1.55E-10,2.76E-06,1.86E-08,BDL,BDL,1.64E-08,8.17E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.05E-06,4.00E-08,5.54E-10,1.03E-10,BDL,BDL,BDL,BDL,3.21E-10,4.77E-11,9.82E-06,7.02E-07,1.69E-08,9.81E-10
ER-MCP3,,,MCP-3,9/12/2018,,,,,,,,0.425,4.13,0.0057,0.3303,0.1135,BDL,3.30E-07,6.27E-08,BDL,BDL,BDL,BDL,2.43E-04,3.08E-06,4.65E-04,1.01E-05,BDL,BDL,1.98E-04,5.20E-06,1.40E-03,1.76E-05,5.39E-09,1.62E-10,8.32E-09,1.93E-10,3.60E-05,5.73E-07,1.79E-03,3.35E-05,1.92E-04,1.71E-06,BDL,BDL,BDL,BDL,3.38E-08,1.06E-09,1.55E-09,2.77E-10,1.07E-08,1.01E-09,1.85E-06,2.48E-08,BDL,BDL,3.60E-08,1.09E-09,2.83E-06,1.74E-08,BDL,BDL,1.36E-08,9.57E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.02E-06,7.21E-09,5.02E-10,4.90E-11,BDL,BDL,BDL,BDL,2.83E-10,3.41E-11,1.14E-05,2.59E-07,1.63E-08,8.86E-10
ER-MCP3,,,MCP-3,9/23/2018,,,,,,,,0.423,4.156,0.0062,0.3128,0.1086,BDL,3.71E-07,7.98E-08,BDL,BDL,BDL,BDL,2.39E-04,6.32E-06,4.65E-04,1.07E-05,BDL,BDL,1.97E-04,5.16E-06,1.66E-05,2.24E-07,4.74E-09,3.31E-10,2.88E-08,3.88E-10,3.54E-05,1.86E-07,1.84E-03,2.75E-05,1.78E-04,2.86E-06,BDL,BDL,3.86E-08,3.62E-09,3.41E-08,2.38E-09,1.20E-09,2.04E-10,3.82E-09,4.49E-10,2.34E-06,3.47E-08,BDL,BDL,8.09E-09,2.77E-10,2.85E-06,3.83E-08,BDL,BDL,1.46E-08,5.48E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.07E-06,1.75E-08,5.82E-10,8.06E-11,BDL,BDL,BDL,BDL,3.09E-10,3.29E-11,1.04E-05,4.73E-07,2.77E-08,9.97E-10
ER-MCP4,,,MCP-4,5/27/2018,12:40,,7.83,542,30,1.88,2.28,0.298,5.23,BDL,0.1625,0.1273,BDL,5.22E-07,3.50E-08,BDL,BDL,2.78E-07,2.09E-08,1.86E-04,2.32E-06,4.24E-04,2.97E-06,1.44E-06,6.13E-08,1.78E-04,2.05E-06,1.24E-05,1.38E-07,1.86E-09,2.78E-10,BDL,BDL,1.04E-05,1.27E-07,1.79E-03,9.80E-06,2.59E-05,1.01E-07,BDL,BDL,BDL,BDL,2.56E-08,3.28E-09,1.52E-09,2.68E-10,2.65E-08,1.44E-09,1.78E-06,1.64E-08,BDL,BDL,1.46E-09,1.84E-10,2.67E-06,1.27E-08,BDL,BDL,3.13E-09,3.78E-10,BDL,BDL,BDL,BDL,4.06E-09,2.62E-10,BDL,BDL,BDL,BDL,1.45E-06,9.53E-09,2.65E-10,7.36E-11,BDL,BDL,BDL,BDL,2.66E-10,3.94E-11,6.73E-06,5.57E-07,BDL,BDL
ER-MCP4,,,MCP-4,5/31/2018,12:15,,7.71,455,4,,,0.526,4.879,BDL,0.1639,0.1307,BDL,5.01E-07,2.44E-08,BDL,BDL,2.91E-07,2.77E-08,1.82E-04,1.23E-06,4.09E-04,3.50E-06,1.71E-06,7.59E-08,1.80E-04,9.36E-07,1.22E-05,1.55E-07,1.93E-09,2.23E-10,4.76E-09,7.02E-10,1.01E-05,1.21E-07,1.74E-03,1.47E-05,2.60E-05,1.91E-07,BDL,BDL,BDL,BDL,2.51E-08,1.47E-09,1.54E-09,2.11E-10,4.57E-09,8.70E-10,5.16E-07,5.55E-09,BDL,BDL,1.42E-09,1.52E-10,2.59E-06,1.15E-08,BDL,BDL,3.13E-09,4.12E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.40E-06,1.73E-08,2.73E-10,5.43E-11,BDL,BDL,BDL,BDL,2.51E-10,3.30E-11,7.01E-06,7.82E-07,BDL,BDL
ER-MCP4,,,MCP-4,6/5/2018,11:45,40,7.44,409,-7,,,0.31,5.21,BDL,0.1676,0.1289,BDL,5.32E-07,4.96E-08,BDL,BDL,3.08E-07,8.11E-09,1.88E-04,1.23E-06,4.30E-04,2.08E-06,BDL,BDL,1.78E-04,1.05E-06,1.27E-05,1.89E-07,2.20E-09,2.16E-10,BDL,BDL,1.06E-05,1.39E-07,1.84E-03,1.09E-05,3.46E-05,2.43E-07,BDL,BDL,BDL,BDL,2.99E-08,1.13E-09,1.53E-09,1.69E-10,7.59E-09,7.06E-10,5.60E-07,8.19E-09,BDL,BDL,1.40E-09,1.56E-10,2.73E-06,1.56E-08,BDL,BDL,3.43E-09,3.16E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.49E-06,6.90E-09,2.89E-10,4.85E-11,BDL,BDL,BDL,BDL,2.60E-10,3.32E-11,7.25E-06,8.22E-07,BDL,BDL
ER-MCP4,,,MCP-4,6/7/2018,10:40,49,7.84,558,16,,,0.279,5.113,BDL,0.1602,0.1209,BDL,5.49E-07,2.45E-08,BDL,BDL,3.15E-07,2.12E-08,1.88E-04,3.23E-06,4.36E-04,3.52E-06,BDL,BDL,1.81E-04,2.30E-06,1.29E-05,2.16E-07,2.27E-09,3.54E-10,BDL,BDL,1.09E-05,1.23E-07,1.88E-03,5.05E-06,3.48E-05,5.23E-08,BDL,BDL,BDL,BDL,2.85E-08,1.35E-09,1.47E-09,1.49E-10,1.06E-08,6.79E-10,8.24E-07,1.89E-08,BDL,BDL,1.61E-09,1.68E-10,2.77E-06,1.00E-08,BDL,BDL,3.71E-09,6.12E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.50E-06,5.59E-09,2.92E-10,2.29E-11,BDL,BDL,BDL,BDL,2.44E-10,4.69E-11,6.78E-06,4.99E-07,BDL,BDL
ER-MCP4,,,MCP-4,6/9/2018,10:55,52,7.47,404,-20,,,0.285,5.032,BDL,0.1586,0.1135,BDL,5.49E-07,2.78E-08,BDL,BDL,3.00E-07,1.78E-08,1.90E-04,2.69E-06,4.40E-04,4.26E-06,BDL,BDL,1.80E-04,1.38E-06,1.30E-05,2.63E-07,2.57E-09,1.53E-10,BDL,BDL,1.10E-05,1.50E-07,1.89E-03,1.51E-05,4.11E-05,2.57E-07,BDL,BDL,BDL,BDL,2.78E-08,2.51E-09,1.50E-09,2.34E-10,1.34E-08,7.56E-10,1.19E-06,1.48E-08,BDL,BDL,1.58E-09,1.50E-10,2.78E-06,9.92E-09,BDL,BDL,3.20E-09,4.43E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.54E-06,1.31E-08,2.72E-10,6.59E-11,BDL,BDL,BDL,BDL,2.97E-10,4.03E-11,6.69E-06,4.74E-07,BDL,BDL
ER-MCP4,,,MCP-4,6/12/2018,10:35,57,7.4,2420,-24,,,0.321,4.655,0.0012,0.1520,0.0982,BDL,BDL,BDL,BDL,BDL,2.73E-07,1.44E-08,1.84E-04,4.79E-07,3.71E-04,1.40E-05,BDL,BDL,1.55E-04,3.16E-06,2.22E-05,4.90E-07,2.66E-09,2.34E-10,3.64E-09,4.02E-10,1.04E-05,1.00E-07,1.66E-03,1.12E-05,4.01E-05,1.64E-07,BDL,BDL,BDL,BDL,3.98E-08,1.90E-09,1.88E-09,2.92E-10,3.16E-08,6.39E-10,1.64E-06,1.15E-08,BDL,BDL,5.08E-09,1.62E-10,2.55E-06,7.21E-09,BDL,BDL,3.82E-09,4.03E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.46E-06,1.53E-08,3.30E-10,4.22E-11,1.27E-09,1.41E-10,BDL,BDL,3.09E-10,3.25E-11,1.00E-05,4.37E-07,3.97E-09,7.22E-10
