"Wavelength, nm",MOP-1-2 NaCl whole,MOP-1-4 NaCl whole,MOP-2-2 NaCl whole,MOP-2-4 NaCl whole,MOP-3-2 NaCl whole,MOP-3-4 NaCl whole,MOP-3-6 NaCl whole,MOP-4-2 NaCl whole,MOP-4-3 NaCl whole,MCC-1A-3 NaCl whole,MCC-3-3 NaCl whole,MCC-3-6 NaCl whole,MCC-5-2 NaCl whole,MCC-5-4 NaCl whole,MCC-5-5 NaCl whole,MOP-1-2 PP-SPE,MOP-1-4 PP-SPE,MOP-2-2 PP-SPE,MOP-2-4 PP-SPE,MOP-3-2 PP-SPE,MOP-3-4 PP-SPE,MOP-3-6 PP-SPE,MOP-4-2 PP-SPE,MOP-4-3 PP-SPE,MCC-1A-3 PP-SPE,MCC-3-3 PP-SPE,MCC-3-6 PP-SPE,MCC-5-2 PP-SPE,MCC-5-4 PP-SPE,MCC-5-5 PP-SPE
720,0.004,0.006,0.332,-0.113,-0.026,0.673,0.156,0.231,1.516,0.848,-0.049,0.828,-0.095,0.196,-0.106,0.006,-0.010,0.155,0.275,0.212,0.299,0.001,0.004,0.214,0.290,0.196,0.126,-0.033,-0.018,-0.028
721,0.004,0.009,0.332,-0.107,-0.025,0.680,0.156,0.229,1.521,0.849,-0.047,0.828,-0.093,0.198,-0.106,0.007,-0.009,0.156,0.274,0.213,0.301,0.001,0.004,0.214,0.290,0.196,0.127,-0.033,-0.018,-0.029
722,0.004,0.008,0.333,-0.109,-0.025,0.671,0.154,0.231,1.519,0.847,-0.047,0.825,-0.095,0.196,-0.106,0.007,-0.010,0.156,0.274,0.212,0.297,0.001,0.004,0.214,0.290,0.197,0.125,-0.033,-0.019,-0.028
723,0.004,0.006,0.333,-0.116,-0.025,0.678,0.154,0.227,1.513,0.847,-0.050,0.823,-0.099,0.198,-0.108,0.007,-0.011,0.155,0.274,0.212,0.297,0.002,0.004,0.213,0.289,0.197,0.125,-0.034,-0.020,-0.028
724,0.004,0.003,0.332,-0.116,-0.025,0.671,0.154,0.227,1.511,0.846,-0.050,0.822,-0.097,0.194,-0.108,0.006,-0.010,0.155,0.273,0.212,0.298,0.001,0.003,0.212,0.289,0.196,0.125,-0.034,-0.020,-0.029
725,0.003,0.005,0.332,-0.113,-0.025,0.663,0.152,0.227,1.506,0.845,-0.050,0.823,-0.097,0.192,-0.108,0.006,-0.010,0.154,0.273,0.212,0.297,0.000,0.003,0.212,0.289,0.196,0.125,-0.035,-0.020,-0.029
726,0.003,0.005,0.331,-0.113,-0.025,0.668,0.152,0.225,1.498,0.846,-0.052,0.821,-0.104,0.194,-0.108,0.006,-0.010,0.153,0.273,0.211,0.296,0.001,0.003,0.212,0.288,0.196,0.125,-0.034,-0.020,-0.029
727,0.003,0.003,0.331,-0.109,-0.025,0.670,0.156,0.225,1.501,0.843,-0.047,0.821,-0.097,0.196,-0.106,0.006,-0.010,0.153,0.274,0.211,0.297,0.000,0.002,0.212,0.288,0.195,0.125,-0.033,-0.019,-0.031
728,0.003,0.002,0.330,-0.111,-0.026,0.666,0.150,0.219,1.493,0.842,-0.049,0.819,-0.099,0.192,-0.103,0.006,-0.011,0.153,0.271,0.210,0.293,-0.001,0.002,0.210,0.287,0.193,0.125,-0.036,-0.021,-0.030
729,0.003,0.003,0.329,-0.113,-0.026,0.663,0.148,0.219,1.490,0.841,-0.049,0.817,-0.099,0.192,-0.106,0.006,-0.010,0.151,0.270,0.208,0.292,-0.001,0.003,0.210,0.286,0.191,0.124,-0.036,-0.021,-0.030
730,0.003,0.002,0.329,-0.113,-0.025,0.658,0.148,0.218,1.483,0.838,-0.050,0.814,-0.102,0.186,-0.108,0.006,-0.010,0.151,0.269,0.207,0.290,0.000,0.002,0.210,0.284,0.191,0.124,-0.035,-0.021,-0.031
731,0.003,0.000,0.327,-0.116,-0.026,0.653,0.143,0.218,1.478,0.835,-0.047,0.810,-0.102,0.182,-0.111,0.006,-0.011,0.151,0.268,0.206,0.289,-0.002,0.001,0.209,0.284,0.188,0.123,-0.036,-0.024,-0.033
732,0.003,0.002,0.326,-0.113,-0.026,0.648,0.146,0.219,1.475,0.833,-0.049,0.808,-0.099,0.182,-0.106,0.006,-0.011,0.150,0.268,0.205,0.287,-0.002,0.001,0.208,0.283,0.188,0.122,-0.036,-0.023,-0.031
733,0.003,0.002,0.325,-0.111,-0.026,0.648,0.141,0.221,1.475,0.831,-0.049,0.807,-0.102,0.182,-0.108,0.006,-0.011,0.151,0.267,0.204,0.287,-0.002,0.001,0.208,0.283,0.187,0.122,-0.034,-0.023,-0.031
734,0.003,0.000,0.324,-0.111,-0.025,0.649,0.143,0.218,1.467,0.830,-0.047,0.805,-0.099,0.180,-0.106,0.006,-0.011,0.150,0.266,0.204,0.286,-0.001,0.001,0.206,0.282,0.187,0.121,-0.034,-0.021,-0.033
735,0.003,0.000,0.323,-0.111,-0.025,0.641,0.143,0.218,1.462,0.826,-0.050,0.803,-0.095,0.180,-0.106,0.006,-0.011,0.149,0.265,0.203,0.286,-0.002,0.001,0.206,0.281,0.186,0.121,-0.034,-0.021,-0.034
736,0.003,0.000,0.322,-0.111,-0.025,0.637,0.139,0.212,1.454,0.823,-0.050,0.799,-0.099,0.176,-0.108,0.006,-0.011,0.148,0.263,0.202,0.284,-0.004,0.001,0.204,0.280,0.185,0.120,-0.035,-0.023,-0.034
737,0.003,0.000,0.321,-0.109,-0.025,0.634,0.139,0.212,1.457,0.822,-0.050,0.798,-0.097,0.176,-0.108,0.006,-0.010,0.147,0.263,0.201,0.282,-0.002,0.001,0.203,0.279,0.184,0.119,-0.034,-0.024,-0.033
738,0.002,0.000,0.320,-0.113,-0.025,0.622,0.137,0.210,1.442,0.818,-0.053,0.793,-0.102,0.170,-0.111,0.005,-0.011,0.144,0.260,0.198,0.282,-0.005,0.001,0.201,0.277,0.184,0.117,-0.035,-0.024,-0.036
739,0.003,0.002,0.320,-0.113,-0.025,0.627,0.135,0.201,1.436,0.815,-0.053,0.791,-0.104,0.168,-0.111,0.005,-0.011,0.144,0.260,0.198,0.280,-0.005,0.000,0.200,0.275,0.184,0.117,-0.034,-0.027,-0.035
740,0.002,-0.002,0.319,-0.116,-0.025,0.622,0.133,0.201,1.431,0.811,-0.053,0.787,-0.102,0.166,-0.113,0.005,-0.012,0.142,0.259,0.197,0.278,-0.005,0.000,0.199,0.274,0.181,0.117,-0.036,-0.025,-0.035
741,0.002,-0.002,0.318,-0.113,-0.025,0.624,0.131,0.199,1.426,0.812,-0.055,0.784,-0.104,0.162,-0.108,0.005,-0.012,0.142,0.258,0.196,0.277,-0.005,0.000,0.198,0.273,0.181,0.116,-0.035,-0.025,-0.035
742,0.002,-0.003,0.317,-0.111,-0.025,0.614,0.127,0.201,1.416,0.809,-0.055,0.780,-0.102,0.162,-0.108,0.004,-0.011,0.142,0.257,0.196,0.275,-0.005,0.000,0.197,0.272,0.181,0.115,-0.035,-0.026,-0.036
743,0.002,-0.005,0.316,-0.111,-0.024,0.619,0.129,0.195,1.416,0.805,-0.053,0.779,-0.106,0.162,-0.108,0.005,-0.011,0.142,0.256,0.194,0.274,-0.005,0.000,0.197,0.270,0.179,0.115,-0.035,-0.026,-0.034
744,0.002,-0.005,0.315,-0.104,-0.024,0.609,0.131,0.197,1.411,0.805,-0.052,0.778,-0.102,0.164,-0.111,0.004,-0.011,0.141,0.254,0.193,0.274,-0.005,0.000,0.197,0.270,0.179,0.115,-0.034,-0.025,-0.035
745,0.002,-0.003,0.313,-0.109,-0.024,0.610,0.129,0.195,1.408,0.803,-0.052,0.774,-0.104,0.162,-0.111,0.004,-0.011,0.139,0.253,0.192,0.271,-0.005,0.000,0.195,0.269,0.179,0.114,-0.034,-0.024,-0.037
746,0.002,-0.005,0.313,-0.109,-0.023,0.609,0.131,0.192,1.406,0.801,-0.050,0.772,-0.104,0.162,-0.111,0.004,-0.011,0.138,0.251,0.191,0.271,-0.005,0.000,0.195,0.268,0.179,0.113,-0.035,-0.024,-0.036
747,0.001,-0.008,0.311,-0.109,-0.024,0.603,0.127,0.190,1.395,0.796,-0.053,0.767,-0.106,0.158,-0.108,0.005,-0.012,0.136,0.250,0.189,0.267,-0.007,0.000,0.193,0.267,0.178,0.112,-0.035,-0.026,-0.036
748,0.001,-0.011,0.309,-0.111,-0.024,0.600,0.122,0.183,1.383,0.791,-0.056,0.763,-0.106,0.156,-0.111,0.003,-0.013,0.133,0.248,0.187,0.264,-0.008,-0.001,0.191,0.265,0.176,0.110,-0.036,-0.028,-0.039
749,0.002,-0.009,0.308,-0.107,-0.024,0.597,0.122,0.183,1.377,0.791,-0.052,0.763,-0.106,0.154,-0.111,0.004,-0.011,0.135,0.247,0.187,0.264,-0.007,-0.001,0.192,0.265,0.176,0.110,-0.034,-0.026,-0.036
750,0.001,-0.011,0.307,-0.107,-0.024,0.592,0.120,0.181,1.370,0.787,-0.053,0.761,-0.104,0.158,-0.113,0.003,-0.012,0.134,0.245,0.185,0.261,-0.007,-0.001,0.191,0.263,0.174,0.109,-0.036,-0.027,-0.039
751,0.001,-0.008,0.305,-0.107,-0.024,0.587,0.120,0.181,1.367,0.784,-0.053,0.758,-0.106,0.156,-0.113,0.003,-0.012,0.133,0.243,0.184,0.261,-0.007,-0.001,0.191,0.262,0.172,0.108,-0.036,-0.027,-0.039
752,0.001,-0.008,0.305,-0.104,-0.023,0.578,0.116,0.179,1.360,0.781,-0.055,0.756,-0.104,0.152,-0.111,0.003,-0.012,0.133,0.241,0.183,0.259,-0.008,-0.001,0.190,0.261,0.171,0.107,-0.034,-0.028,-0.039
753,0.001,-0.009,0.303,-0.104,-0.024,0.580,0.116,0.173,1.352,0.778,-0.055,0.753,-0.108,0.150,-0.113,0.004,-0.011,0.132,0.240,0.182,0.258,-0.008,-0.003,0.189,0.260,0.170,0.107,-0.035,-0.028,-0.040
754,0.001,-0.011,0.301,-0.109,-0.024,0.578,0.114,0.172,1.339,0.774,-0.056,0.748,-0.108,0.146,-0.121,0.003,-0.011,0.130,0.237,0.181,0.256,-0.009,-0.002,0.187,0.258,0.168,0.105,-0.035,-0.030,-0.041
755,0.000,-0.012,0.300,-0.113,-0.024,0.566,0.112,0.170,1.329,0.771,-0.058,0.743,-0.113,0.143,-0.118,0.003,-0.013,0.129,0.236,0.179,0.255,-0.009,-0.003,0.185,0.257,0.167,0.104,-0.035,-0.030,-0.041
756,0.001,-0.011,0.299,-0.104,-0.023,0.573,0.114,0.166,1.326,0.771,-0.055,0.744,-0.106,0.144,-0.116,0.004,-0.010,0.129,0.236,0.179,0.254,-0.008,-0.003,0.185,0.256,0.167,0.105,-0.033,-0.029,-0.037
757,0.000,-0.012,0.296,-0.109,-0.024,0.566,0.110,0.166,1.319,0.762,-0.056,0.736,-0.113,0.139,-0.121,0.003,-0.013,0.127,0.234,0.176,0.251,-0.010,-0.003,0.182,0.253,0.164,0.103,-0.035,-0.031,-0.040
758,0.000,-0.014,0.295,-0.113,-0.024,0.554,0.105,0.164,1.308,0.756,-0.059,0.732,-0.115,0.131,-0.126,0.003,-0.013,0.126,0.231,0.173,0.248,-0.012,-0.004,0.180,0.251,0.162,0.102,-0.036,-0.033,-0.042
759,0.000,-0.012,0.294,-0.109,-0.023,0.558,0.106,0.160,1.301,0.755,-0.058,0.731,-0.113,0.133,-0.118,0.003,-0.012,0.124,0.230,0.174,0.247,-0.010,-0.004,0.179,0.250,0.162,0.102,-0.035,-0.031,-0.041
760,0.001,-0.014,0.293,-0.111,-0.024,0.548,0.106,0.162,1.293,0.750,-0.059,0.727,-0.115,0.129,-0.123,0.003,-0.013,0.123,0.228,0.172,0.244,-0.011,-0.004,0.177,0.248,0.160,0.102,-0.036,-0.032,-0.041
761,0.000,-0.012,0.292,-0.107,-0.023,0.554,0.106,0.159,1.290,0.750,-0.056,0.725,-0.113,0.131,-0.123,0.003,-0.012,0.124,0.230,0.172,0.244,-0.009,-0.003,0.177,0.248,0.160,0.101,-0.035,-0.031,-0.040
762,0.000,-0.015,0.290,-0.111,-0.022,0.542,0.103,0.160,1.285,0.744,-0.058,0.721,-0.115,0.125,-0.118,0.003,-0.013,0.122,0.227,0.170,0.241,-0.012,-0.003,0.176,0.246,0.158,0.101,-0.035,-0.032,-0.041
763,0.000,-0.017,0.288,-0.111,-0.023,0.542,0.097,0.153,1.277,0.740,-0.061,0.718,-0.117,0.125,-0.128,0.002,-0.013,0.122,0.224,0.168,0.238,-0.012,-0.004,0.175,0.245,0.155,0.098,-0.035,-0.033,-0.042
764,0.000,-0.015,0.288,-0.107,-0.023,0.542,0.099,0.151,1.275,0.739,-0.058,0.715,-0.115,0.123,-0.118,0.003,-0.013,0.120,0.225,0.169,0.238,-0.010,-0.003,0.175,0.244,0.155,0.099,-0.036,-0.030,-0.042
765,-0.001,-0.017,0.286,-0.113,-0.023,0.531,0.097,0.151,1.262,0.736,-0.061,0.710,-0.119,0.117,-0.126,0.002,-0.014,0.119,0.222,0.165,0.235,-0.013,-0.005,0.173,0.243,0.152,0.097,-0.036,-0.033,-0.046
766,-0.001,-0.017,0.284,-0.111,-0.023,0.524,0.095,0.151,1.252,0.733,-0.059,0.706,-0.117,0.115,-0.128,0.002,-0.014,0.119,0.221,0.164,0.234,-0.014,-0.005,0.171,0.241,0.151,0.096,-0.036,-0.033,-0.043
767,-0.001,-0.017,0.283,-0.109,-0.022,0.517,0.097,0.149,1.247,0.730,-0.059,0.704,-0.117,0.117,-0.121,0.002,-0.013,0.119,0.220,0.164,0.232,-0.013,-0.005,0.170,0.240,0.150,0.096,-0.035,-0.032,-0.041
768,0.000,-0.020,0.282,-0.111,-0.022,0.514,0.093,0.142,1.234,0.725,-0.061,0.702,-0.117,0.115,-0.123,0.002,-0.013,0.118,0.219,0.162,0.230,-0.014,-0.005,0.169,0.239,0.149,0.095,-0.035,-0.034,-0.045
769,-0.001,-0.018,0.281,-0.107,-0.022,0.510,0.091,0.148,1.226,0.723,-0.059,0.699,-0.115,0.113,-0.121,0.002,-0.013,0.116,0.217,0.160,0.229,-0.013,-0.005,0.169,0.238,0.149,0.095,-0.034,-0.032,-0.042
770,-0.001,-0.021,0.279,-0.111,-0.023,0.505,0.087,0.138,1.208,0.718,-0.062,0.694,-0.119,0.111,-0.126,0.002,-0.013,0.114,0.215,0.158,0.226,-0.015,-0.006,0.167,0.236,0.146,0.093,-0.036,-0.034,-0.045
771,-0.002,-0.023,0.277,-0.111,-0.023,0.503,0.086,0.135,1.203,0.713,-0.062,0.689,-0.119,0.107,-0.128,0.001,-0.014,0.113,0.212,0.156,0.224,-0.016,-0.006,0.165,0.234,0.144,0.092,-0.036,-0.036,-0.046
772,-0.002,-0.021,0.276,-0.111,-0.022,0.495,0.087,0.131,1.193,0.710,-0.062,0.687,-0.119,0.103,-0.126,0.002,-0.014,0.112,0.210,0.155,0.223,-0.016,-0.007,0.164,0.233,0.144,0.092,-0.035,-0.036,-0.046
773,-0.002,-0.024,0.276,-0.111,-0.022,0.487,0.082,0.129,1.183,0.706,-0.064,0.683,-0.126,0.099,-0.128,0.001,-0.014,0.111,0.209,0.152,0.221,-0.016,-0.007,0.162,0.232,0.143,0.090,-0.035,-0.036,-0.047
774,-0.002,-0.023,0.274,-0.111,-0.022,0.487,0.082,0.127,1.175,0.702,-0.062,0.680,-0.119,0.099,-0.126,0.001,-0.013,0.109,0.207,0.152,0.220,-0.015,-0.007,0.161,0.230,0.141,0.090,-0.035,-0.035,-0.046
775,-0.002,-0.026,0.273,-0.113,-0.022,0.478,0.082,0.122,1.170,0.695,-0.064,0.675,-0.126,0.097,-0.136,0.001,-0.013,0.108,0.204,0.150,0.219,-0.017,-0.008,0.160,0.227,0.139,0.089,-0.036,-0.039,-0.048
776,-0.002,-0.023,0.271,-0.113,-0.022,0.483,0.078,0.122,1.165,0.695,-0.065,0.673,-0.124,0.097,-0.128,0.001,-0.013,0.108,0.204,0.149,0.217,-0.016,-0.007,0.158,0.225,0.140,0.088,-0.035,-0.038,-0.048
777,-0.003,-0.027,0.269,-0.109,-0.022,0.475,0.078,0.114,1.149,0.691,-0.065,0.668,-0.126,0.091,-0.133,0.001,-0.014,0.106,0.200,0.147,0.214,-0.017,-0.008,0.156,0.222,0.137,0.087,-0.036,-0.040,-0.049
778,-0.003,-0.026,0.268,-0.113,-0.022,0.466,0.076,0.114,1.147,0.689,-0.067,0.665,-0.126,0.091,-0.133,0.001,-0.013,0.105,0.199,0.146,0.214,-0.017,-0.008,0.155,0.221,0.135,0.086,-0.036,-0.039,-0.048
779,-0.003,-0.027,0.266,-0.116,-0.021,0.463,0.074,0.112,1.139,0.685,-0.067,0.661,-0.126,0.087,-0.136,0.001,-0.014,0.104,0.198,0.146,0.211,-0.018,-0.008,0.153,0.219,0.134,0.085,-0.036,-0.041,-0.049
780,-0.002,-0.029,0.264,-0.113,-0.022,0.456,0.074,0.111,1.134,0.683,-0.067,0.657,-0.124,0.085,-0.136,0.001,-0.014,0.104,0.196,0.145,0.209,-0.018,-0.008,0.152,0.217,0.132,0.084,-0.036,-0.041,-0.048
781,-0.002,-0.029,0.264,-0.113,-0.022,0.456,0.072,0.107,1.126,0.678,-0.065,0.655,-0.126,0.081,-0.136,0.001,-0.015,0.102,0.196,0.144,0.207,-0.018,-0.008,0.152,0.216,0.132,0.084,-0.036,-0.040,-0.049
782,-0.003,-0.029,0.262,-0.111,-0.021,0.449,0.070,0.111,1.121,0.673,-0.065,0.651,-0.126,0.079,-0.131,0.001,-0.013,0.102,0.193,0.142,0.205,-0.017,-0.008,0.150,0.215,0.130,0.084,-0.035,-0.040,-0.049
783,-0.003,-0.032,0.260,-0.113,-0.021,0.448,0.067,0.101,1.111,0.671,-0.067,0.647,-0.128,0.075,-0.141,0.001,-0.015,0.101,0.192,0.142,0.205,-0.020,-0.008,0.149,0.214,0.128,0.082,-0.036,-0.042,-0.051
784,-0.003,-0.029,0.258,-0.116,-0.022,0.446,0.059,0.098,1.108,0.669,-0.070,0.643,-0.126,0.073,-0.136,0.000,-0.014,0.100,0.191,0.141,0.205,-0.019,-0.009,0.148,0.211,0.126,0.082,-0.037,-0.041,-0.049
785,-0.003,-0.030,0.257,-0.107,-0.022,0.446,0.070,0.100,1.100,0.665,-0.064,0.640,-0.128,0.069,-0.136,0.001,-0.014,0.099,0.190,0.141,0.202,-0.019,-0.009,0.148,0.211,0.126,0.081,-0.036,-0.042,-0.049
786,-0.003,-0.030,0.256,-0.109,-0.021,0.444,0.067,0.098,1.093,0.664,-0.065,0.639,-0.128,0.077,-0.131,0.002,-0.014,0.098,0.189,0.140,0.201,-0.020,-0.008,0.148,0.211,0.126,0.081,-0.034,-0.042,-0.051
787,-0.003,-0.030,0.253,-0.111,-0.022,0.434,0.055,0.094,1.080,0.660,-0.067,0.633,-0.132,0.067,-0.138,0.000,-0.014,0.097,0.186,0.138,0.197,-0.020,-0.010,0.145,0.209,0.123,0.079,-0.036,-0.043,-0.051
788,-0.003,-0.032,0.253,-0.111,-0.021,0.431,0.059,0.092,1.070,0.659,-0.067,0.629,-0.130,0.065,-0.136,0.001,-0.015,0.096,0.186,0.138,0.196,-0.020,-0.009,0.144,0.208,0.123,0.078,-0.036,-0.042,-0.052
789,-0.003,-0.030,0.252,-0.111,-0.021,0.427,0.057,0.092,1.065,0.659,-0.067,0.627,-0.130,0.063,-0.136,0.001,-0.014,0.095,0.184,0.135,0.195,-0.018,-0.009,0.144,0.206,0.121,0.079,-0.035,-0.043,-0.051
790,-0.003,-0.034,0.250,-0.113,-0.022,0.420,0.057,0.085,1.052,0.653,-0.068,0.624,-0.132,0.061,-0.138,0.000,-0.014,0.094,0.182,0.134,0.194,-0.022,-0.010,0.142,0.205,0.120,0.077,-0.036,-0.042,-0.051
791,-0.004,-0.037,0.248,-0.113,-0.022,0.414,0.053,0.081,1.049,0.648,-0.070,0.617,-0.135,0.059,-0.141,0.000,-0.015,0.093,0.181,0.132,0.191,-0.023,-0.010,0.141,0.203,0.118,0.075,-0.037,-0.044,-0.053
792,-0.004,-0.038,0.246,-0.113,-0.022,0.409,0.051,0.083,1.039,0.645,-0.070,0.615,-0.135,0.053,-0.143,0.001,-0.014,0.090,0.179,0.130,0.189,-0.022,-0.010,0.139,0.201,0.116,0.075,-0.036,-0.042,-0.053
793,-0.004,-0.037,0.245,-0.111,-0.021,0.410,0.053,0.079,1.031,0.642,-0.070,0.613,-0.135,0.053,-0.141,0.001,-0.014,0.090,0.177,0.126,0.188,-0.021,-0.009,0.138,0.200,0.115,0.074,-0.036,-0.043,-0.052
794,-0.004,-0.037,0.242,-0.113,-0.022,0.400,0.051,0.077,1.021,0.637,-0.072,0.608,-0.135,0.053,-0.148,0.000,-0.013,0.089,0.176,0.128,0.186,-0.021,-0.010,0.136,0.199,0.114,0.073,-0.037,-0.043,-0.052
795,-0.004,-0.041,0.238,-0.116,-0.022,0.397,0.049,0.074,1.016,0.628,-0.071,0.599,-0.135,0.049,-0.141,0.001,-0.015,0.087,0.174,0.125,0.184,-0.024,-0.011,0.134,0.197,0.114,0.073,-0.036,-0.046,-0.054
796,-0.004,-0.038,0.239,-0.111,-0.022,0.395,0.048,0.068,1.003,0.628,-0.070,0.602,-0.139,0.046,-0.146,0.000,-0.015,0.086,0.172,0.125,0.181,-0.023,-0.010,0.134,0.196,0.112,0.072,-0.036,-0.044,-0.053
797,-0.005,-0.040,0.240,-0.116,-0.021,0.388,0.046,0.072,0.998,0.628,-0.075,0.599,-0.139,0.044,-0.148,0.000,-0.014,0.085,0.172,0.124,0.180,-0.024,-0.010,0.133,0.194,0.110,0.072,-0.039,-0.045,-0.053
798,-0.005,-0.041,0.240,-0.118,-0.022,0.388,0.038,0.066,0.995,0.625,-0.075,0.595,-0.144,0.038,-0.156,0.000,-0.014,0.084,0.171,0.124,0.178,-0.024,-0.011,0.133,0.193,0.107,0.070,-0.039,-0.047,-0.055
799,-0.005,-0.043,0.239,-0.118,-0.022,0.378,0.040,0.063,0.998,0.624,-0.077,0.594,-0.144,0.038,-0.151,0.000,-0.015,0.083,0.171,0.124,0.178,-0.023,-0.011,0.134,0.192,0.107,0.070,-0.040,-0.045,-0.054
800,-0.005,-0.043,0.238,-0.116,-0.022,0.380,0.040,0.070,0.988,0.624,-0.075,0.597,-0.139,0.038,-0.146,0.000,-0.013,0.084,0.169,0.122,0.175,-0.024,-0.010,0.131,0.190,0.107,0.069,-0.036,-0.045,-0.055
